,player,pos,team,gp,mpg,orpm,drpm,rpm,wins,uuid,adjusted_wins
24,Robert Williams,C,BOS,61,29.6,-0.93,5.74,4.82,10.85,,13.459999999999999
25,Domantas Sabonis,PF,IND/SAC,62,34.5,0.88,3.93,4.81,12.99,f0fdae0c-bd60-43f2-9722-fc618d8a892b,15.6
26,D'Angelo Russell,PG,MIN,65,32.0,2.74,2.00,4.74,12.74,731d08a8-05b2-44df-82b4-d2cc24f5fd0d,15.35
27,Dejounte Murray,SG,SA,68,34.8,2.30,2.44,4.74,15.28,40ae8c3d-9f24-44a4-8fb9-f3de3dafff19,17.89
28,James Harden,SG,BKN/PHI,65,37.2,3.37,1.25,4.62,14.91,5a4ef6ab-300d-469b-b1b5-a2aa94d3df73,17.52
29,Duncan Robinson,F,MIA,79,25.9,0.75,3.82,4.57,11.75,66963590-35ab-4dfc-b52b-2929be08550a,14.36
30,Monte Morris,PG,DEN,75,29.9,-1.34,5.89,4.55,12.51,4038ddfc-8480-4e18-bee2-fd598623034c,15.12
31,Miles Bridges,SF,CHA,80,35.5,1.16,3.34,4.51,17.04,12b4176b-2a56-4e27-bc2a-e6a5e0632791,19.65
32,Jae Crowder,PF,PHX,67,28.1,-2.29,6.79,4.50,10.80,72819411-d2a6-4e6c-ac94-0d66fb8bede5,13.41
33,Bam Adebayo,C,MIA,56,32.6,-1.19,5.64,4.45,10.38,a0b335f7-8a52-4164-91c5-0090952103a4,12.99
34,LaMelo Ball,PG,CHA,75,32.3,2.67,1.76,4.43,14.36,08651875-5b16-48cc-b33c-93cd356a2b6b,16.97
35,Terry Rozier,SG,CHA,73,33.7,1.83,2.49,4.32,14.62,2f920ada-a9e0-4284-b647-70c67aadb495,17.23
36,Mitchell Robinson,C,NY,72,25.7,-0.74,4.98,4.25,10.58,a50f890d-fa6c-44d3-9653-75a3f83db921,13.19
37,Kyle Lowry,PG,MIA,63,33.9,0.63,3.59,4.23,12.06,09855ef9-5497-4128-8dc1-db0500f2491e,14.67
38,Jimmy Butler,SF,MIA,57,33.9,1.71,2.48,4.19,11.02,5cbc01e2-a4cf-428d-9696-0be12d360f30,13.629999999999999
39,Jonas Valanciunas,C,NO,74,30.3,-0.19,4.29,4.10,12.88,21c8dfc0-6e80-41f6-818d-cf58cc0bad54,15.49
41,Nikola Vucevic,C,CHI,73,33.1,-0.52,4.60,4.08,14.12,4b1b1aaa-bdaf-452a-9c1e-c3608e33dfb0,16.729999999999997
42,Aaron Gordon,PF,DEN,75,31.7,-1.08,5.16,4.08,12.85,2b6d6c01-a3c9-41a5-9a36-2a142667d980,15.459999999999999
43,Jarrett Allen,C,CLE,56,32.3,-0.49,4.52,4.03,10.23,78d0d2d1-1bd9-4b52-8189-3d5d00d54b21,12.84
44,DeMar DeRozan,SF,CHI,76,36.1,1.03,2.85,3.87,15.47,141a79e7-f673-4236-8db0-52be30402aaf,18.080000000000002
45,Wendell Carter,C,ORL,62,29.9,0.52,3.30,3.81,10.30,,12.91
46,Gary Trent Jr,SG,TOR,70,35.0,-0.85,4.58,3.73,12.76,,15.37
47,Mikal Bridges,SF,PHX,82,34.8,-1.20,4.91,3.71,15.77,98a34408-186a-4f9a-a440-399d04ade99a,18.38
48,Reggie Jackson,PG,LAC,75,31.2,-0.69,4.36,3.67,12.48,c5284b38-7b43-4425-9497-8c96dd2ffae7,15.09
49,Andrew Wiggins,SF,GS,73,31.9,-0.70,4.34,3.64,12.64,cdf4af39-bbc9-40a2-b6e6-26f64d9a581b,15.25
50,Shai Gilgeous-Alexander,PG,OKC,56,34.7,2.49,1.13,3.61,10.72,72426fe2-8c6d-416c-a679-0f7601c9d5db,13.33
51,Myles Turner,C,IND,42,29.4,0.38,3.23,3.61,6.39,edec894a-4c96-48d4-9a99-888426ba9fa1,9.0
52,Will Barton,SF,DEN,71,32.1,-1.40,4.99,3.59,11.64,2af66bbc-7d26-499f-95c8-bd061b32597a,14.25
53,Jusuf Nurkic,C,POR,56,28.2,-0.79,4.22,3.43,8.26,00d3b572-be8e-49b0-975d-2926c9eba058,10.87
54,Tyrese Maxey,PG,PHI,75,35.3,-1.31,4.74,3.43,13.33,ca947ac8-2ce3-4305-bbc4-435a73036b8c,15.94
55,Anthony Edwards,SG,MIN,72,34.3,1.99,1.40,3.38,13.30,da9936b6-20ef-4e05-8d67-d3e825ef725e,15.91
56,Ja Morant,PG,MEM,57,33.1,4.33,-1.05,3.28,10.28,05451865-5ee2-471b-be69-ebcdf7aa35ec,12.889999999999999
57,Tobias Harris,PF,PHI,73,34.8,-1.61,4.77,3.16,12.36,a06d7a3e-4ba3-4143-b379-1016a70135ca,14.969999999999999
58,Saddiq Bey,SF,DET,82,33.0,-0.79,3.92,3.14,13.50,7f4ca5ca-5c88-4289-b0d6-844079f6b455,16.11
59,Christian Wood,F,HOU,68,30.8,1.08,2.06,3.13,11.04,3adc9854-21fc-4f1a-a21b-10a03325c4c7,13.649999999999999
60,Paul George,F,LAC,31,34.7,2.49,0.65,3.13,5.63,b39db48f-c114-4524-993d-2be28eda83a9,8.24
61,Evan Mobley,PF,CLE,69,33.8,-3.17,6.28,3.11,11.36,04205f26-6870-44a7-abe8-579607a367a1,13.969999999999999
62,Kevon Looney,F,GS,82,21.1,-3.70,6.80,3.10,8.08,dca8b9e4-1c22-4fa1-b5bc-db2fe335ee14,10.69
63,Anthony Davis,PF,LAL,40,35.1,0.88,2.14,3.02,7.36,9ea8ac65-27b8-4853-a067-93d8f0356f5c,9.97
64,Dwight Powell,C,DAL,82,21.9,-0.94,3.96,3.02,8.57,99857625-77a9-4c25-98f6-45f5405ba381,11.18
65,John Collins,PF,ATL,54,30.8,-0.16,3.16,3.00,8.13,dd4fcb91-6d8d-465c-ab87-a5281131cf30,10.74
66,CJ McCollum,SG,POR/NO,62,34.6,2.04,0.95,2.99,10.89,9e19f4e1-dc7d-4a21-9b38-b41455d64686,13.5
67,Zach LaVine,SG,CHI,67,34.7,2.64,0.34,2.98,11.91,15dd9b5f-8ad2-42ab-8790-4f24c4a6d909,14.52
68,Marcus Smart,PG,BOS,71,32.3,-0.59,3.56,2.97,11.22,9abbdd9a-0a8f-4962-a28d-5eaebbfd0557,13.83
69,Evan Fournier,SG,NY,80,29.5,-0.60,3.53,2.94,11.32,bf58dd5d-8f02-417e-a98c-d953133f56e2,13.93
70,Deandre Ayton,C,PHX,58,29.5,-1.26,4.19,2.94,8.17,bb9ba703-7c68-4c5e-b8c8-9aed418e5a75,10.78
71,Khris Middleton,SF,MIL,66,32.4,2.35,0.55,2.90,11.26,982a6f07-c5fd-4eab-b8d8-4b4c908ed392,13.87
72,Ivica Zubac,C,LAC,76,24.4,-2.55,5.42,2.87,8.47,336b75a2-39f8-4300-99a7-a50887820cd1,11.08
73,Dorian Finney-Smith,PF,DAL,80,33.1,-1.43,4.26,2.83,12.75,3c2704b2-ff01-442d-9339-0dddc38f88a4,15.36
74,Nicolas Batum,PF,LAC,59,24.8,-0.95,3.76,2.81,7.00,b81297e1-4063-4e09-aed3-98096249002b,9.61
75,Bojan Bogdanovic,SF,UTAH,69,30.9,0.81,1.90,2.71,10.10,edd98e1a-c4f2-4d91-ac8a-e49b1ec6e85c,12.709999999999999
76,Tyrese Haliburton,PG,SAC/IND,77,35.0,0.41,2.29,2.70,13.25,a5385b63-5aad-4d3e-a74d-112e6795bb29,15.86
77,Steven Adams,C,MEM,76,26.3,-1.78,4.43,2.65,9.54,02815787-f72f-4342-874d-4a5588d6e030,12.149999999999999
78,Scottie Barnes,SF,TOR,74,35.4,-2.13,4.75,2.62,12.02,86857b7c-c5ca-467f-aa78-96892e57a2fe,14.629999999999999
79,Mason Plumlee,C,CHA,73,24.6,-2.44,5.05,2.62,7.96,73bf0204-a356-4ebc-8b19-bd4986f1117c,10.57
80,Klay Thompson,SG,GS,32,29.4,2.87,-0.29,2.58,4.06,8b3293db-f894-424e-98df-3fefff3c890f,6.67
82,Russell Westbrook,PG,LAL,78,34.3,-0.44,2.98,2.54,12.97,1dc36313-c835-4a5d-b3f4-2cc5ba66d82e,15.58
83,Patrick Beverley,PG,MIN,58,25.4,0.39,2.05,2.44,6.72,8ac11084-3f75-4f6a-ab65-12b7bcc95cc6,9.33
84,Kyrie Irving,PG,BKN,29,37.7,3.38,-1.04,2.35,4.63,6d2b90d8-a081-461e-bb70-05ec06577d87,7.24
85,Bobby Portis,F,MIL,72,28.2,0.34,2.00,2.34,10.05,dbc851f7-198a-4aca-ab3f-e2c7c0fa4731,12.66
86,Mo Bamba,C,ORL,71,25.7,-1.72,4.03,2.31,8.04,3cc93b9a-2983-4232-adb8-9724a07afd50,10.649999999999999
87,Jrue Holiday,PG,MIL,67,32.9,2.32,-0.10,2.22,11.08,25889713-b28a-4be8-9660-3ac5ac97e716,13.69
88,Jordan Poole,SG,GS,76,30.0,2.70,-0.54,2.16,10.82,d3a2af4b-11a7-43c3-b557-ab9bdf8e0509,13.43
89,Brandon Ingram,SF,NO,55,34.0,1.47,0.68,2.15,8.37,13bc8674-2e2d-4dae-818c-69728b553b74,10.979999999999999
90,Devonte Graham,PG,NO,76,28.4,0.26,1.89,2.15,9.81,,12.42
91,Lauri Markkanen,PF,CLE,61,30.8,0.33,1.78,2.10,8.29,41c7d2ff-1494-41c2-a38c-f523a504fdc2,10.899999999999999
92,Seth Curry,SG,PHI/BKN,64,33.3,-0.57,2.67,2.10,9.14,a2330496-0de0-4b72-a052-014264b5cd8f,11.75
93,Jae'Sean Tate,SF,HOU,78,26.4,-1.41,3.49,2.08,8.83,7585fbac-f8d6-4e63-82be-6cd1fe5e78a2,11.44
94,Derrick White,PG,SA/BOS,75,29.3,0.87,1.18,2.05,10.27,eea4df10-d4a5-45d1-93de-8e6b2ef47895,12.879999999999999
95,Josh Hart,SG,NO/POR,54,33.2,0.25,1.80,2.05,7.87,3f838f92-c17f-4fe9-9cd8-10bf9a1fa016,10.48
96,OG Anunoby,SF,TOR,48,36.0,-0.58,2.62,2.04,7.06,,9.67
97,Spencer Dinwiddie,PG,WSH/DAL,67,29.6,0.63,1.34,1.97,8.54,4ec7d53b-390f-4f2e-a161-d88f044bbc2d,11.149999999999999
98,Jakob Poeltl,C,SA,68,29.0,-0.49,2.46,1.96,8.56,9648e07b-ae7c-4822-97c2-e9a202aac54a,11.17
99,Kentavious Caldwell-Pope,SG,WSH,77,30.2,-2.36,4.29,1.93,9.74,fbac7bb6-5bd6-4cf9-a808-429a65b45ccb,12.35
100,Damian Lillard,PG,POR,29,36.4,4.71,-2.86,1.86,4.63,78f04da4-220a-4294-9fd6-b4243df8f5b7,7.24
101,PJ Tucker,PF,MIA,71,27.9,-3.77,5.62,1.84,7.78,,10.39
102,Kyle Kuzma,SF,WSH,66,33.4,-0.50,2.32,1.82,9.18,b70987da-381a-4f4d-8f30-54f26244c49f,11.79
103,Jerami Grant,SF,DET,47,31.9,-0.20,1.99,1.79,5.97,82993cd3-e5eb-42d2-8775-82df0d110996,8.58
104,Malcolm Brogdon,PG,IND,36,33.5,2.08,-0.32,1.76,4.82,19e53d45-4a3d-4159-8d20-6d2a3f31f57c,7.430000000000001
105,Royce O'Neale,PF,UTAH,77,31.2,-2.33,4.08,1.76,9.87,fb22e82b-f677-4a53-a850-0a2f0c27b1dc,12.479999999999999
106,Harrison Barnes,SF,SAC,77,33.6,-0.38,2.12,1.74,11.06,ac7828ed-2e4a-424c-915b-4cad3afa7aac,13.67
107,Keldon Johnson,SF,SA,75,31.9,-0.14,1.84,1.71,10.31,f05a2430-e494-4030-ae7b-0ebc128294ac,12.92
108,Julius Randle,PF,NY,72,35.3,0.02,1.62,1.64,10.59,fea7a86f-ea8b-4819-8dd1-d3ef03940cc5,13.2
109,Bogdan Bogdanovic,SG,ATL,63,29.3,1.89,-0.25,1.64,7.90,5900bf8b-fd03-4c93-884b-aaece11ad139,10.51
110,Franz Wagner,SF,ORL,79,30.7,-1.72,3.32,1.60,9.92,7fdb1ec6-1653-49dd-a3be-e2101ca693c2,12.53
111,Kevin Porter,SG,HOU,61,31.3,0.58,0.90,1.47,7.48,,10.09
112,Luguentz Dort,G,OKC,51,32.6,-0.13,1.41,1.29,6.40,84ef4676-9816-4e4f-8b70-c430f973aed6,9.01
113,Jalen Brunson,PG,DAL,79,31.9,-0.14,1.34,1.20,9.94,430afc2d-8ffa-4381-89bf-1b9b311e89f8,12.549999999999999
114,Andre Drummond,C,PHI/BKN,73,19.7,-1.29,2.44,1.15,5.61,f1682f40-3b97-4898-ae82-f77ba1f84c06,8.22
115,Matisse Thybulle,SG,PHI,66,25.5,-2.49,3.64,1.15,6.18,155343f7-a49e-448c-9b5c-f8b5098dbfde,8.79
116,Grayson Allen,SG,MIL,66,27.3,-0.07,1.21,1.14,7.15,2c7b182e-966a-47fe-9214-3b9ff46cb079,9.76
117,Robert Covington,PF,POR/LAC,71,27.3,-2.11,3.24,1.13,7.62,ae2da12d-91f2-4646-8606-6a5a720c31b2,10.23
118,RJ Barrett,SG,NY,70,34.5,-0.39,1.50,1.10,9.05,784ad559-f03d-4ee6-b73a-657e2779d485,11.66
119,Dillon Brooks,SF,MEM,32,27.7,1.52,-0.42,1.10,3.23,dc092909-05b4-4bc2-b45f-55f3899822b2,5.84
120,Josh Giddey,SG,OKC,54,31.5,-1.56,2.54,0.98,6.09,f0b2401b-d3ee-4fb8-a902-73713d15ec0b,8.7
121,Kevin Huerter,SG,ATL,74,29.6,-0.95,1.86,0.91,7.87,cc43eb6d-33aa-42fd-8841-9c6f61cd96ba,10.48
123,Jarred Vanderbilt,PF,MIN,74,25.4,-2.92,3.81,0.89,6.79,da886e28-1cd5-4d5e-85d7-1eec8aba0234,9.4
124,Gary Payton II,SG,GS,71,17.6,1.15,-0.29,0.86,5.17,18691411-9268-4904-9571-02e529b61cc0,7.78
125,Cade Cunningham,PG,DET,64,32.6,-0.86,1.66,0.80,7.13,ccb63f50-be15-40da-95d4-b7c689caaf77,9.74
126,Cole Anthony,PG,ORL,65,31.7,0.08,0.59,0.67,7.15,62ecb19d-a57a-4c40-94a9-24bfb3027696,9.76
127,Jeff Green,PF,DEN,75,24.7,-1.99,2.59,0.60,5.93,7b8c3764-3a93-4a68-8e2f-2c6da5cce083,8.54
128,DeMarcus Cousins,C,MIL/DEN,48,14.9,2.21,-1.61,0.60,2.70,3ed22173-6b91-4189-a1df-56d82e1dd0f7,5.3100000000000005
129,Terence Davis,SG,SAC,30,17.9,2.54,-2.02,0.52,2.13,5819d13e-3339-4e3e-8c7c-9f03f52cd100,4.74
130,Daniel Gafford,C,WSH,72,20.1,-0.66,1.13,0.46,4.69,984f68da-05a2-4cce-9e32-0889d7b23311,7.300000000000001
131,Herb Jones,SF,NO,78,29.9,-2.84,3.29,0.46,7.89,,10.5
132,Lindy Waters III,F,OKC,25,18.6,2.54,-2.15,0.39,1.83,a2d20bf5-1dab-4cfc-80e6-e0c848d31e9e,4.44
133,Caris LeVert,SG,IND/CLE,58,30.7,0.35,0.04,0.39,5.71,76d4ddb8-db74-4b21-9358-31afe4e5682f,8.32
134,Tyus Jones,PG,MEM,73,21.2,0.63,-0.26,0.37,5.52,47a5dd37-8fab-4579-9dc8-ddfa57ad103c,8.129999999999999
135,Otto Porter,SF,GS,63,22.1,0.15,0.21,0.36,5.23,,7.840000000000001
136,Justin Holiday,SF,IND/SAC,74,27.8,-1.81,2.10,0.29,6.36,c3bf3295-2333-4778-afd8-94ad66620f81,8.97
137,De'Aaron Fox,PG,SAC,59,35.3,1.69,-1.45,0.24,6.99,3597c816-649c-48ba-af53-e133b3e4af26,9.6
138,Moritz Wagner,C,ORL,63,15.2,3.65,-3.44,0.22,3.58,dea55add-7a96-42c1-969c-00ea3e055f0a,6.19
139,Draymond Green,PF,GS,46,28.9,-1.55,1.66,0.11,4.06,c11cfa25-fa01-4b4b-8338-40cee9f624df,6.67
140,Isaiah Roby,PF,OKC,45,21.1,-0.17,0.26,0.09,2.87,6e7d8442-b738-4528-b2cd-fa94edc6f54d,5.48
141,Mike Muscala,C,OKC,43,13.8,2.45,-2.40,0.06,2.29,8a9d1db3-41ee-46f3-bd79-b7c301c87241,4.9
142,Bradley Beal,SG,WSH,40,36.0,1.76,-1.71,0.05,4.43,23b2b486-c651-404a-9eba-640ab1594a83,7.04
143,Gabe Vincent,PG,MIA,68,23.4,-0.72,0.75,0.03,4.83,1338b539-03ca-493b-84c4-0b8d73512708,7.44
144,Alec Burks,SG,NY,81,28.6,-1.26,1.27,0.01,7.29,3e67fd39-1842-4278-90b8-4a81237af8a5,9.9
145,Patrick Mills,PG,BKN,81,29.0,-1.24,1.20,-0.03,7.24,,9.85
146,Kelly Oubre,SG,CHA,76,26.3,3.13,-3.22,-0.09,6.65,,9.26
147,Lonzo Ball,PG,CHI,35,34.6,-0.78,0.68,-0.10,3.66,722ad703-a876-4367-9f56-f387dbc71b0a,6.2700000000000005
148,Goga Bitadze,C,IND,50,14.6,1.71,-1.81,-0.10,2.24,f452be69-5dd8-4b86-a763-d664ed946e8d,4.8500000000000005
149,Jose Alvarado,PG,NO,54,15.4,1.29,-1.43,-0.13,2.92,96364d85-8f02-4f5e-84d4-bf5b64f004db,5.53
150,PJ Washington,PF,CHA,65,27.2,0.59,-0.79,-0.20,5.51,,8.120000000000001
151,Blake Griffin,PF,BKN,56,17.1,0.78,-1.01,-0.23,2.96,edd4e1e6-bc07-48a0-92f1-b2de2297789a,5.57
152,Corey Kispert,SF,WSH,77,23.4,-0.09,-0.16,-0.25,5.40,317c8081-252a-45ec-a792-640de5c91670,8.010000000000002
153,Isaiah Stewart,C,DET,71,25.6,-4.72,4.45,-0.28,4.75,7b4b8425-0251-48f4-8128-a5434a7952b2,7.36
154,Obi Toppin,PF,NY,72,17.1,1.79,-2.07,-0.29,3.86,0833e4a1-4976-49ac-b9f8-3695b4e4be0d,6.47
155,Dean Wade,PF,CLE,51,19.2,-0.74,0.45,-0.29,2.82,6499f724-c4ef-4742-b5b8-bd85dd229a68,5.43
156,Anfernee Simons,SG,POR,57,29.5,2.17,-2.48,-0.31,5.11,8f004299-a3d7-4022-b5f5-3a82e55e53fe,7.720000000000001
157,Isaac Okoro,SF,CLE,67,29.6,-2.84,2.52,-0.32,5.36,4009b9ea-f9ec-4e2d-acfa-b6616c59cdc0,7.970000000000001
158,Jalen Green,SG,HOU,67,31.9,-0.21,-0.15,-0.35,5.94,0da2b3d3-e85a-45bc-8985-10d238195451,8.55
159,Gordon Hayward,SF,CHA,49,31.9,-0.52,0.12,-0.40,4.29,1fda1d08-adaa-424d-96df-373dfbef9128,6.9
160,Darius Bazley,PF,OKC,69,27.9,-2.39,1.96,-0.44,5.38,29746044-96a4-4421-9a45-afac65b69a2d,7.99
161,Javonte Green,SF,CHI,65,23.4,-1.48,0.99,-0.49,4.15,ceebc895-fd63-4415-8f0d-416be4918793,6.760000000000001
162,De'Anthony Melton,SG,MEM,73,22.7,0.89,-1.43,-0.54,5.11,6adab29e-9e18-40b9-8352-c3a4cb53bbab,7.720000000000001
164,Jalen Smith,PF,PHX/IND,51,18.1,1.23,-1.77,-0.55,2.84,d22ce1b0-867f-4994-bb40-89521a2e2b89,5.45
165,Kevin Love,PF,CLE,74,22.5,3.36,-3.93,-0.57,5.46,2b2bcfdb-1fd0-4251-8a58-1c9bc6c4e887,8.07
166,Max Strus,SG,MIA,68,23.3,1.67,-2.25,-0.58,4.65,4cf3a3f0-7796-4d6a-b66e-619b622b2764,7.260000000000001
167,Cameron Johnson,SF,PHX,66,26.2,1.07,-1.65,-0.59,5.18,26fbfdec-1251-4153-a7b4-3acb44e22bc0,7.79
168,Brandon Clarke,PF,MEM,64,19.5,1.42,-2.10,-0.68,3.83,08eef196-2ebc-47f5-978e-18863c142421,6.44
169,Marcus Morris,SF,LAC,54,29.0,-0.62,-0.08,-0.70,3.91,,6.5200000000000005
170,Terance Mann,SG,LAC,81,28.6,-1.46,0.73,-0.72,6.27,a51dac75-01ad-44b0-b43a-46730bf0cb46,8.879999999999999
171,Chimezie Metu,PF,SAC,60,21.3,-0.69,-0.04,-0.73,3.54,f2a5b6ea-6648-4bc3-a20b-e831c3d2bd3d,6.15
172,Montrezl Harrell,C,WSH/CHA,71,23.1,1.90,-2.67,-0.77,4.78,136608da-2dcf-451f-b445-8653050339ca,7.390000000000001
173,Kemba Walker,PG,NY,37,25.6,0.00,-0.80,-0.80,2.22,a127a7cd-af4b-435f-a90a-1b176e187d5b,4.83
174,Nassir Little,SF,POR,42,25.9,-0.10,-0.71,-0.81,2.86,c33930ad-556d-46c6-a56b-0449b2d0a61f,5.47
175,Gorgui Dieng,C,ATL,44,8.4,1.05,-1.87,-0.82,1.11,3700cf74-e27b-42d1-aa5d-070142bf5c06,3.72
176,Norman Powell,SF,POR/LAC,45,32.4,0.56,-1.39,-0.82,3.68,20e23077-318a-4939-878e-bfa624cff33a,6.29
177,JaVale McGee,C,PHX,74,15.8,0.02,-0.86,-0.83,3.23,6220b234-7941-44ed-84f1-9c2d44fd7fb9,5.84
178,Frank Kaminsky,PF,PHX,9,20.1,0.88,-1.72,-0.85,0.55,9fbbe6a5-bd18-402f-bcfb-817bc1640de8,3.16
179,Bruce Brown,SF,BKN,72,24.6,-2.20,1.34,-0.85,4.40,3ed39f2c-6b72-4e65-8b18-5e2b32883c13,7.010000000000001
180,Andre Iguodala,F,GS,31,19.5,0.44,-1.30,-0.86,1.69,bd56f727-1302-42ae-b243-bf6722378b35,4.3
181,Chris Boucher,PF,TOR,80,21.1,1.06,-1.93,-0.87,4.71,4746f03b-d2ed-41e6-95e8-acb804ba2c02,7.32
182,Isaiah Hartenstein,C,LAC,68,17.9,0.94,-1.81,-0.87,3.47,4a81da29-b5a2-434a-879c-c1e8237cdb9f,6.08
183,Garrison Mathews,SG,HOU,65,26.3,1.22,-2.14,-0.92,4.50,892ceb2c-93c9-4379-b0d3-436e715386de,7.11
184,Reggie Bullock,SF,DAL,68,28.0,-0.43,-0.50,-0.93,4.94,c5bddf5d-8529-4bfa-841b-aef184c7ef16,7.550000000000001
185,Chuma Okeke,PF,ORL,70,25.0,-0.96,0.01,-0.95,4.80,ee73ae33-ced6-4ffc-bbd0-bb1ecfb31ffa,7.41
186,Sam Merrill,SG,MEM,6,9.7,4.10,-5.06,-0.97,0.12,8c078f56-3674-4ee4-83be-432830ff2943,2.73
187,Buddy Hield,SG,SAC/IND,81,30.9,1.61,-2.61,-1.00,6.55,29f14249-9d69-47ff-abd1-fa8a1917d8f3,9.16
188,Malik Monk,SG,LAL,76,28.1,1.34,-2.35,-1.01,5.60,d5b4e990-d1dd-450d-8581-758b4c1902f5,8.21
189,Ty Jerome,SG,OKC,48,16.7,1.21,-2.23,-1.02,2.13,4b496c67-e9c6-4b2e-9ee8-b455fd960e07,4.74
190,Aleksej Pokusevski,F,OKC,61,20.2,-0.93,-0.09,-1.02,3.22,f631f964-cd96-46fc-b321-5a42add082cf,5.83
191,Hassan Whiteside,C,UTAH,65,17.9,0.51,-1.59,-1.08,3.35,fecc4b80-2706-4c8f-864e-44b1d6a48aac,5.96
192,Tim Hardaway Jr,SF,DAL,42,29.6,1.13,-2.22,-1.09,3.24,,5.8500000000000005
193,Jaxson Hayes,C,NO,70,20.0,0.39,-1.51,-1.11,3.49,683a0743-fdc2-495e-831d-384f901850e3,6.1000000000000005
194,Danilo Gallinari,PF,ATL,66,25.3,0.03,-1.17,-1.14,3.98,52ec22d7-31a7-468e-ab3e-c75564694586,6.59
195,Devin Vassell,SG,SA,71,27.3,0.21,-1.38,-1.17,4.90,d621e248-c5e4-4339-a6e3-97e6946aae04,7.510000000000001
196,Trevelin Queen,SG,HOU,10,7.4,1.80,-2.98,-1.18,0.23,c409d926-a4ba-4100-8a8b-1d40b1499ae3,2.84
197,Hamidou Diallo,SG,DET,58,21.9,-0.88,-0.32,-1.19,3.01,b9cf0f01-9f50-4a3c-ac6b-10e9383531ed,5.62
198,Maxi Kleber,PF,DAL,59,24.6,-0.49,-0.71,-1.19,3.63,763ab852-98b0-4761-a150-092ea41b2951,6.24
199,Jeremiah Robinson-Earl,PF,OKC,49,22.2,-2.48,1.24,-1.24,2.30,b05cc8e2-3ce9-45af-9c14-79a2c26753d3,4.91
200,Amir Coffey,SG,LAC,69,22.7,-0.47,-0.81,-1.29,3.50,22f37d9f-2751-4433-a50b-eb170eb12008,6.11
