,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid
135,Roy Hinson,PF,29,NJN,9,0,91,20,39,.513,0,0,0,20,39,.513,.513,1,3,.333,6,13,19,4,0,3,6,14,41,33a6c3e1-a5cc-4163-a954-fb7ac3c616be
136,Craig Hodges,SG,30,CHI,73,0,843,146,344,.424,44,115,.383,102,229,.445,.488,26,27,.963,10,32,42,97,34,2,35,74,362,9736352a-7db2-4ecd-93e9-96ce15cda98d
137,Dave Hoppen,C,26,TOT,30,0,155,24,44,.545,0,2,.000,24,42,.571,.545,16,22,.727,18,21,39,3,3,1,13,29,64,218dbf37-00b7-45c7-aec6-02052becd68f
138,Dennis Hopson,SF,25,CHI,61,0,728,104,244,.426,1,5,.200,103,239,.431,.428,55,83,.663,49,60,109,65,25,14,59,79,264,566e0dd2-a316-465c-8ba6-baf94f75aa3d
139,Jeff Hornacek,SG,27,PHO,80,77,2733,544,1051,.518,61,146,.418,483,905,.534,.547,201,224,.897,74,247,321,409,111,16,130,185,1350,947b97b4-0083-4ed2-8f6e-0ed68b255a9a
140,Jay Humphries,PG,28,MIL,80,80,2726,482,960,.502,60,161,.373,422,799,.528,.533,191,239,.799,57,163,220,538,129,7,151,237,1215,a03bcdac-07d6-4219-b14d-4bb4e52d350f
141,Byron Irvin,SG,24,WSB,33,4,316,60,129,.465,1,5,.200,59,124,.476,.469,50,61,.820,24,21,45,24,15,2,16,32,171,484d0fc2-e05d-4e8b-96e8-bef3fef228c4
142,Mark Jackson,PG,25,NYK,72,21,1595,250,508,.492,13,51,.255,237,457,.519,.505,117,160,.731,62,135,197,452,60,9,135,81,630,2adb3228-33c5-4769-a1d5-5b5da6bb737d
143,Dave Jamerson,SG,23,HOU,37,0,202,43,113,.381,5,19,.263,38,94,.404,.403,22,27,.815,9,21,30,27,6,1,20,24,113,fc23c73f-bf6a-4825-82ad-bbe6d5e7a204
144,Henry James,PF,25,CLE,37,4,505,112,254,.441,24,60,.400,88,194,.454,.488,52,72,.722,26,53,79,32,15,5,37,59,300,a0369328-797f-4fce-bff9-bf6e823785c4
145,Les Jepsen,C,23,GSW,21,0,105,11,36,.306,0,1,.000,11,35,.314,.306,6,9,.667,17,20,37,1,1,3,3,16,28,36d9f734-97fc-4bb8-a62e-1689dcdf1f62
146,Avery Johnson,PG,25,TOT,68,14,959,130,277,.469,1,9,.111,129,268,.481,.471,59,87,.678,22,55,77,230,47,4,74,62,320,1b017b2f-f5f4-4e85-baf8-faae999d9aad
147,Buck Johnson,SF,27,HOU,73,70,2279,416,873,.477,2,15,.133,414,858,.483,.478,157,216,.727,108,222,330,142,81,47,122,240,991,60d2c961-a5d8-406f-b1b9-800f6f5bd775
148,Eddie Johnson,SG,31,TOT,81,27,2085,543,1122,.484,39,120,.325,504,1002,.503,.501,229,257,.891,107,164,271,111,58,9,122,181,1354,62876ae0-6eab-49fa-8622-f33bdaa5e684
149,Kevin Johnson,PG,24,PHO,77,76,2772,591,1145,.516,9,44,.205,582,1101,.529,.520,519,616,.843,54,217,271,781,163,11,269,174,1710,86f7414d-265b-4a60-bd78-1785882e8cc3
150,Vinnie Johnson,SG,34,DET,82,28,2390,406,936,.434,11,34,.324,395,902,.438,.440,135,209,.646,110,170,280,271,75,15,118,166,958,eb5ba2be-5a35-4181-95a9-41b5bceebb92
151,Charles Jones,C,33,WSB,62,54,1499,67,124,.540,0,0,0,67,124,.540,.540,29,50,.580,119,240,359,48,51,124,46,199,163,1df0b8a3-df0a-447d-a4e6-3562c1e48e52
152,Shawn Kemp,PF,21,SEA,81,66,2442,462,909,.508,2,12,.167,460,897,.513,.509,288,436,.661,267,412,679,144,77,123,202,319,1214,ec838592-3c4e-4e25-bfa0-295f026db2ec
153,Steve Kerr,PG,25,CLE,57,4,905,99,223,.444,28,62,.452,71,161,.441,.507,45,53,.849,5,32,37,131,29,4,40,52,271,f52380e3-3333-49ec-9a07-4882e9aa9ab3
154,Jerome Kersey,SF,28,POR,73,72,2359,424,887,.478,4,13,.308,420,874,.481,.480,232,327,.709,169,312,481,227,101,76,149,251,1084,58b748c5-f84e-4fb9-87b7-0beb927995b3
155,Alec Kessler,C,24,MIA,78,18,1259,199,468,.425,0,4,.000,199,464,.429,.425,88,131,.672,115,221,336,31,17,26,108,189,486,54542709-d9b8-4df5-ae8e-d04ef4bfb6bb
156,Randolph Keys,SF,24,CHH,44,0,473,59,145,.407,3,14,.214,56,131,.427,.417,19,33,.576,40,60,100,18,22,15,35,93,140,4345932a-474c-4d6c-a9a3-a0e1279ce497
157,Bo Kimble,SG,24,LAC,62,22,1004,159,418,.380,19,65,.292,140,353,.397,.403,92,119,.773,42,77,119,76,30,8,77,158,429,2518da3e-c22c-4a23-956a-6d884d74e195
158,Stacey King,PF,24,CHI,76,6,1198,156,334,.467,0,2,.000,156,332,.470,.467,107,152,.704,72,136,208,65,24,42,91,134,419,5b84f04e-38ff-420b-a878-402646fde840
159,Greg Kite,C,29,ORL,82,82,2225,166,338,.491,0,0,0,166,338,.491,.491,63,123,.512,189,399,588,59,25,81,102,298,395,83437886-a0b5-4bae-a168-398a1e321f8b
160,Joe Kleine,C,29,BOS,72,1,850,102,218,.468,0,2,.000,102,216,.472,.468,54,69,.783,71,173,244,21,15,14,53,108,258,bd352746-6cdd-4a07-838c-4a2b06fbc93f
161,Negele Knight,PG,23,PHO,64,6,792,131,308,.425,6,25,.240,125,283,.442,.435,71,118,.602,20,51,71,191,20,7,76,83,339,8a948242-2f77-4057-b1f7-438d9a14d900
162,Bart Kofoed,SG,26,GSW,5,0,21,0,3,.000,0,0,0,0,3,.000,.000,3,6,.500,2,1,3,4,0,0,2,4,3,1d7dd3cb-f5f4-412e-ad6b-12a94dc786e5
163,Jon Koncak,C,27,ATL,77,61,1931,140,321,.436,1,8,.125,139,313,.444,.438,32,54,.593,101,274,375,124,74,76,50,265,313,5a8102f0-896a-4c40-86a5-7f519fef597d
164,Frank Kornet,PF,24,MIL,32,0,157,23,62,.371,5,18,.278,18,44,.409,.411,7,13,.538,10,14,24,9,5,1,11,28,58,c1ad1540-8162-4546-a2db-73e74e566291
165,Bill Laimbeer,C,33,DET,82,81,2668,372,778,.478,37,125,.296,335,653,.513,.502,123,147,.837,173,564,737,157,38,56,98,242,904,5ccc2c90-131f-4cac-bc42-5550b0f04e4f
166,Jerome Lane,PF,24,DEN,62,25,1383,202,461,.438,1,4,.250,201,457,.440,.439,58,141,.411,280,298,578,123,51,14,105,192,463,071a9995-b12b-40a5-8a6c-43a49a04bad1
167,Andrew Lang,C,24,PHO,63,18,1152,109,189,.577,0,1,.000,109,188,.580,.577,93,130,.715,113,190,303,27,17,127,45,168,311,3d349e33-1dd0-498b-a15d-cff98b7edd52
168,Eric Leckner,C,24,TOT,72,2,1122,131,294,.446,0,0,0,131,294,.446,.446,62,111,.559,82,213,295,39,14,22,69,192,324,97d50abb-d165-4a5e-bee1-0a10690b209e
169,Kurk Lee,PG,23,NJN,48,0,265,19,71,.268,3,15,.200,16,56,.286,.289,25,28,.893,7,23,30,34,11,2,20,39,66,7a5482ee-66f4-45e3-a385-0917032b2704
170,Tim Legler,SG,24,DEN,10,0,148,25,72,.347,3,12,.250,22,60,.367,.368,5,6,.833,8,10,18,12,2,0,4,20,58,d632d546-1999-4622-8a3a-9ae873a6937d
171,Gary Leonard,C,23,ATL,4,0,9,0,0,0,0,0,0,0,0,0,0,2,4,.500,0,2,2,0,0,1,0,2,2,1c199911-99b4-483e-85ad-3cb7ee65589e
172,Jim Les,PG,27,SAC,55,8,1399,119,268,.444,71,154,.461,48,114,.421,.576,86,103,.835,18,93,111,299,57,4,75,141,395,79c056c3-047e-4442-8930-2f3b281338ae
173,Fat Lever,SG,30,DAL,4,0,86,9,23,.391,0,3,.000,9,20,.450,.391,11,14,.786,3,12,15,12,6,3,10,5,29,2a1b1a83-f829-4a11-a320-1f94c7fa9778
174,Cliff Levingston,PF,30,CHI,78,0,1013,127,282,.450,1,4,.250,126,278,.453,.452,59,91,.648,99,126,225,56,29,43,50,143,314,bd39a247-0020-411a-ba0c-7ff9eee98d43
175,Reggie Lewis,SG,25,BOS,79,79,2878,598,1219,.491,1,13,.077,597,1206,.495,.491,281,340,.826,119,291,410,201,98,85,147,234,1478,4afde9c7-0a1e-48b7-a660-4c5edf85c105
176,Marcus Liberty,SF,22,DEN,76,18,1171,216,513,.421,17,57,.298,199,456,.436,.438,58,92,.630,117,104,221,64,48,19,71,153,507,00f1a303-8197-4ac4-a6b4-5c6b0e525724
177,Todd Lichti,SG,24,DEN,29,25,860,166,378,.439,14,47,.298,152,331,.459,.458,59,69,.855,49,63,112,72,46,8,33,65,405,02444527-0970-49cf-a5f1-eee159eb4537
178,Alton Lister,C,32,GSW,77,65,1552,188,393,.478,0,1,.000,188,392,.480,.478,115,202,.569,121,362,483,93,20,90,106,282,491,ea75cdc5-3820-4680-9fe8-b54ab17af599
179,Ian Lockhart,SF,23,PHO,1,0,2,1,1,1.000,0,0,0,1,1,1.000,1.000,2,2,1.000,0,0,0,0,0,0,0,0,4,ece0b322-aeb2-4008-a1e4-6187b49f0d9b
180,Brad Lohaus,PF,26,MIL,81,3,1219,179,415,.431,33,119,.277,146,296,.493,.471,37,54,.685,59,158,217,75,50,74,60,170,428,2e6faaa9-51d5-41cb-976b-cce7e4842115
181,Grant Long,PF,24,MIA,80,66,2514,276,561,.492,1,6,.167,275,555,.495,.493,181,230,.787,225,343,568,176,119,43,156,295,734,cb1f862c-806d-4a95-ad35-8b1182a4a195
182,John Long,SG,34,DET,25,0,256,35,85,.412,2,6,.333,33,79,.418,.424,24,25,.960,9,23,32,18,9,2,14,17,96,f27416e4-4f5f-486e-8f08-13227100d0ef
183,Rick Mahorn,C,32,PHI,80,74,2439,261,559,.467,0,9,.000,261,550,.475,.467,189,240,.788,151,470,621,118,79,56,127,276,711,31b9b038-6351-456a-9af4-7d15a8375ffd
184,Dan Majerle,SF,25,PHO,77,7,2281,397,821,.484,30,86,.349,367,735,.499,.502,227,298,.762,168,250,418,216,106,40,114,162,1051,5132f353-70d8-47fe-a753-42e26ab27294
185,Jeff Malone,SG,29,UTA,69,69,2466,525,1034,.508,1,6,.167,524,1028,.510,.508,231,252,.917,36,170,206,143,50,6,108,128,1282,6ca4a553-19c5-48b9-b2cb-baadbd5780f6
186,Danny Manning,PF,24,LAC,73,47,2197,470,905,.519,0,3,.000,470,902,.521,.519,219,306,.716,169,257,426,196,117,62,188,281,1159,c8507e27-c58b-4d76-8a83-1a6a7ce9c04d
187,Jeff Martin,PG,24,LAC,74,26,1334,214,507,.422,27,88,.307,187,419,.446,.449,68,100,.680,53,78,131,65,37,31,49,104,523,c4514bb8-b97a-41b6-888c-c03073d44828
188,Anthony Mason,PF,24,DEN,3,0,21,2,4,.500,0,0,0,2,4,.500,.500,6,8,.750,3,2,5,0,1,0,0,6,10,d7367804-3951-4de4-9c1a-1e1ba71a8719
189,Tony Massenburg,PF,23,SAS,35,0,161,27,60,.450,0,0,0,27,60,.450,.450,28,45,.622,23,35,58,4,4,9,13,26,82,eb2caf11-2799-4db3-b22b-5fc755c61fdb
190,Vernon Maxwell,SG,25,HOU,82,79,2870,504,1247,.404,172,510,.337,332,737,.450,.473,217,296,.733,41,197,238,303,127,15,171,179,1397,a4101125-cf8c-4656-8cc8-b6ea5b061fe9
191,Travis Mays,PG,22,SAC,64,55,2145,294,724,.406,72,197,.365,222,527,.421,.456,255,331,.770,54,124,178,253,81,11,159,169,915,a2a3c026-b28b-4f3a-aab9-1946d2bb30cb
192,George McCloud,SF,23,IND,74,0,1070,131,351,.373,43,124,.347,88,227,.388,.434,38,49,.776,35,83,118,150,40,11,91,141,343,c906f3ef-c94b-4793-9efb-2f98de82a88e
193,Tim McCormick,C,28,ATL,56,7,689,93,187,.497,0,3,.000,93,184,.505,.497,66,90,.733,56,109,165,32,11,14,45,91,252,84f7b422-ed8c-402c-b350-322922524ffa
194,Rodney McCray,PF,29,DAL,74,68,2561,336,679,.495,13,39,.333,323,640,.505,.504,159,198,.803,153,407,560,259,70,51,129,203,844,a1718a34-03c6-4af7-9244-f91a1e05cfa3
195,Xavier McDaniel,SF,27,TOT,81,79,2634,590,1186,.497,0,8,.000,590,1178,.501,.497,193,267,.723,173,384,557,187,76,46,184,264,1373,4fcf5091-1871-4607-bb76-e523d76899ef
196,Derrick McKey,SF,24,SEA,73,55,2503,438,847,.517,4,19,.211,434,828,.524,.519,235,278,.845,172,251,423,169,91,56,158,220,1115,b9c1f0dd-1ba1-40f0-9494-191687343d9e
197,Nate McMillan,SG,26,SEA,78,0,1434,132,305,.433,17,48,.354,115,257,.447,.461,57,93,.613,71,180,251,371,104,20,122,211,338,6311524b-a492-4fdc-b247-84827eec95c0
198,Scott Meents,PF,27,SEA,13,0,53,7,28,.250,1,1,1.000,6,27,.222,.268,2,4,.500,3,7,10,8,7,4,6,5,17,745c75a3-93d9-4875-b671-467704c1cc7a
199,Terry Mills,PF,23,TOT,55,2,819,134,288,.465,0,4,.000,134,284,.472,.465,47,66,.712,82,147,229,33,35,29,43,100,315,ebfc0d0c-20a2-4b02-bed3-2da068d81aa1
200,Sam Mitchell,PF,27,MIN,82,60,3121,445,1010,.441,0,9,.000,445,1001,.445,.441,307,396,.775,188,332,520,133,66,57,104,338,1197,0d9a2e23-464c-4e2a-91cd-869710ee5ef8
201,Paul Mokeski,C,34,GSW,36,1,257,21,59,.356,3,9,.333,18,50,.360,.381,12,15,.800,20,47,67,9,8,3,7,58,57,70bf7f32-8be3-469a-bd42-6b02e330c3ae
202,Chris Morris,SF,25,NJN,79,68,2553,409,962,.425,45,179,.251,364,783,.465,.449,179,244,.734,210,311,521,220,138,96,167,248,1042,5d38a93e-415b-4388-bfbe-b8d91419e83a
203,John Morton,SF,23,CLE,66,2,1207,120,274,.438,4,12,.333,116,262,.443,.445,113,139,.813,41,62,103,243,61,18,107,112,357,6f2c6271-58fe-44cd-87c6-47f76478949d
204,Tod Murphy,PF,27,MIN,52,19,1063,90,227,.396,1,17,.059,89,210,.424,.399,70,105,.667,92,163,255,60,25,20,32,101,251,3a66a0fe-9494-4583-9203-125ff226468a
205,Jerrod Mustaf,PF,21,NYK,62,5,825,106,228,.465,0,1,.000,106,227,.467,.465,56,87,.644,51,118,169,36,15,14,61,109,268,f0adb2d7-6d6f-4608-b350-e30ceff58f4b
206,Pete Myers,SG,27,SAS,8,1,103,10,23,.435,0,1,.000,10,22,.455,.435,9,11,.818,2,16,18,14,3,3,14,14,29,73fd120d-d4cf-4bdf-8c6f-11fe642ff8eb
207,Larry Nance,PF,31,CLE,80,78,2927,635,1211,.524,2,8,.250,633,1203,.526,.525,265,330,.803,201,485,686,237,66,200,131,219,1537,97054146-250e-4988-aff6-40ce7e6f6c4d
208,Ed Nealy,PF,30,PHO,55,0,573,45,97,.464,5,16,.313,40,81,.494,.490,28,38,.737,44,107,151,36,24,4,19,46,123,e44361b7-8c42-4b89-a466-5414b64d4c11
209,Johnny Newman,SF,27,CHH,81,81,2477,478,1017,.470,30,84,.357,448,933,.480,.485,385,476,.809,94,160,254,188,100,17,189,278,1371,30c1e375-68bc-4161-a9a9-faae8dda390e
210,Ken Norman,SF,26,LAC,70,45,2309,520,1037,.501,6,32,.188,514,1005,.511,.504,173,275,.629,177,320,497,159,63,63,139,192,1219,fae1274f-7d91-40e3-bd92-545c95bdc737
211,Dan O'Sullivan,C,22,UTA,21,0,85,7,16,.438,0,0,0,7,16,.438,.438,7,11,.636,5,12,17,4,1,1,4,18,21,70c82b75-54cd-42cc-aa68-680877209d7b
212,Charles Oakley,PF,27,NYK,76,74,2739,307,595,.516,0,2,.000,307,593,.518,.516,239,305,.784,305,615,920,204,62,17,215,288,853,32b8c8ac-6646-4fc3-b447-3ba4839005c5
213,Alan Ogg,C,23,MIA,31,1,261,24,55,.436,0,2,.000,24,53,.453,.436,6,10,.600,15,34,49,2,6,27,8,53,54,67200c57-0a14-4e0c-ab95-0ce2fc0d57c3
214,Jawann Oldham,C,33,IND,4,0,19,3,6,.500,0,0,0,3,6,.500,.500,0,0,0,0,3,3,0,0,0,0,1,6,418204e2-93b2-448e-909a-5d07ea250651
215,Brian Oliver,SG,22,PHI,73,4,800,111,272,.408,5,18,.278,106,254,.417,.417,52,71,.732,18,62,80,88,34,4,50,76,279,81a67780-ed4d-4420-afb9-1d333a2db904
216,Gerald Paddio,SF,25,CLE,70,22,1181,212,506,.419,6,24,.250,206,482,.427,.425,74,93,.796,38,80,118,90,20,6,71,71,504,fdd97baa-fe58-4235-be3a-efd02fb5f633
217,Walter Palmer,C,22,UTA,28,0,85,15,45,.333,0,1,.000,15,44,.341,.333,10,15,.667,6,15,21,6,3,4,6,20,40,2df67095-7413-45f5-ba7b-67e2cfbe59ee
218,John Paxson,PG,30,CHI,82,82,1971,317,578,.548,42,96,.438,275,482,.571,.585,34,41,.829,15,76,91,297,62,3,69,136,710,b6d20633-3526-44be-9b9f-f639a85ab94a
219,Kenny Payne,SF,24,PHI,47,6,444,68,189,.360,4,18,.222,64,171,.374,.370,26,29,.897,17,49,66,16,10,6,21,43,166,8c694f31-8775-481d-a1ce-a811bafd53db
220,Will Perdue,C,25,CHI,74,3,972,116,235,.494,0,3,.000,116,232,.500,.494,75,112,.670,122,214,336,47,23,57,75,147,307,fa1ad0af-f9c3-4612-89ca-30d319071a97
221,Sam Perkins,PF,29,LAL,73,66,2504,368,744,.495,18,64,.281,350,680,.515,.507,229,279,.821,167,371,538,108,64,78,103,247,983,9b20199a-21ae-47ad-b9ed-5cc9b08354f3
222,Tim Perry,C,25,PHO,46,2,587,75,144,.521,0,5,.000,75,139,.540,.521,43,70,.614,53,73,126,27,23,43,32,60,193,af6b17df-a4b3-4a58-8aaf-427d69698b84
223,Chuck Person,SF,26,IND,80,79,2566,620,1231,.504,69,203,.340,551,1028,.536,.532,165,229,.721,121,296,417,238,56,17,184,221,1474,dfb84abb-d10c-4787-815c-5bee1d7f758b
224,Jim Petersen,C,28,GSW,62,21,834,114,236,.483,1,4,.250,113,232,.487,.485,50,76,.658,69,131,200,27,13,41,48,153,279,22e6d6c4-8313-4a47-83c5-99e45cbfd9fc
225,Ricky Pierce,SG,31,TOT,78,2,2167,561,1156,.485,46,116,.397,515,1040,.495,.505,430,471,.913,67,124,191,168,60,13,147,170,1598,17167955-8487-46d0-96b3-fcc51122754f
226,Ed Pinckney,PF,27,BOS,70,16,1165,131,243,.539,0,1,.000,131,242,.541,.539,104,116,.897,155,186,341,45,61,43,45,147,366,68ada192-7378-460e-9aa6-952225d7ff51
227,Olden Polynice,C,26,TOT,79,30,2092,316,564,.560,0,1,.000,316,563,.561,.560,146,252,.579,220,333,553,42,43,32,88,192,778,093410ab-053a-4264-b2b2-7046fbc24628
228,Dave Popson,PF,26,BOS,19,0,64,13,32,.406,0,0,0,13,32,.406,.406,9,10,.900,7,7,14,2,1,2,6,12,35,90389e46-3d12-4ae8-98ff-444d385db86d
229,Terry Porter,PG,27,POR,81,81,2665,486,944,.515,130,313,.415,356,631,.564,.584,279,339,.823,52,230,282,649,158,12,189,151,1381,458877e6-636d-4a9a-bcc8-c2629a92333b
230,Paul Pressey,SG,32,SAS,70,18,1683,201,426,.472,16,57,.281,185,369,.501,.491,110,133,.827,50,126,176,271,63,32,130,174,528,800e97cb-37f6-4408-afd0-291968896c7f
231,Mark Price,PG,26,CLE,16,16,571,97,195,.497,18,53,.340,79,142,.556,.544,59,62,.952,8,37,45,166,42,2,56,23,271,1a806ca8-ea9c-4690-8fe4-0b7d13c80d36
232,Kevin Pritchard,PG,23,GSW,62,1,773,88,229,.384,5,31,.161,83,198,.419,.395,62,77,.805,16,49,65,81,30,8,59,104,243,3d46e43c-ecfc-40de-9c25-32235d97176c
233,Brian Quinnett,SG,24,NYK,68,5,1011,139,303,.459,15,43,.349,124,260,.477,.483,26,36,.722,65,80,145,53,22,13,52,100,319,21a2c277-7e60-42fb-a688-411715b8ebe4
234,Kurt Rambis,PF,32,PHO,62,17,900,83,167,.497,0,2,.000,83,165,.503,.497,60,85,.706,77,189,266,64,25,11,45,107,226,26bdc332-6023-499d-8754-4c64441c5042
235,Blair Rasmussen,C,28,DEN,70,69,2325,405,885,.458,2,5,.400,403,880,.458,.459,63,93,.677,170,508,678,70,52,132,81,307,875,0982d9e1-29f5-446d-bb43-429c855b31b8
236,J.R. Reid,C,22,CHH,80,80,2467,360,773,.466,0,2,.000,360,771,.467,.466,182,259,.703,154,348,502,89,87,47,153,286,902,c60064d6-5a0b-472a-bee2-c32d3237145f
237,Robert Reid,SF,35,PHI,3,0,37,2,14,.143,0,0,0,2,14,.143,.143,0,0,0,2,7,9,4,1,3,3,3,4,d1587e7e-edf1-4162-8972-db120b06057a
238,Jerry Reynolds,SG,28,ORL,80,9,1843,344,793,.434,10,34,.294,334,759,.440,.440,336,419,.802,88,211,299,203,95,56,172,123,1034,007a2a38-8cb3-472e-9bdf-9776a5777e65
239,Glen Rice,SF,23,MIA,77,77,2646,550,1193,.461,71,184,.386,479,1009,.475,.491,171,209,.818,85,296,381,189,101,26,166,216,1342,fab5958e-5a64-48fb-b2ae-3e29575fd790
240,Pooh Richardson,PG,24,MIN,82,82,3154,635,1350,.470,42,128,.328,593,1222,.485,.486,89,165,.539,82,204,286,734,131,13,174,114,1401,0e4892d7-48eb-4b51-b21f-89996f6ed64f
241,Doc Rivers,PG,29,ATL,79,79,2586,444,1020,.435,88,262,.336,356,758,.470,.478,221,262,.844,47,206,253,340,148,47,125,216,1197,c05a51af-ec4a-4ffd-95d1-6d7e3d07b7a2
242,Fred Roberts,PF,30,MIL,82,82,2114,357,670,.533,4,25,.160,353,645,.547,.536,170,209,.813,107,174,281,135,63,29,135,190,888,8777a6ae-f4cb-4f2f-bfce-9cca3c26a190
243,Alvin Robertson,SG,28,MIL,81,81,2598,438,904,.485,23,63,.365,415,841,.493,.497,199,263,.757,191,268,459,444,246,16,212,273,1098,a16f3c84-354b-4ac6-9c1e-3f51db0ae353
244,Clifford Robinson,PF,24,POR,82,11,1940,373,806,.463,6,19,.316,367,787,.466,.467,205,314,.653,123,226,349,151,78,76,133,263,957,024864e9-58dc-47f9-9e64-4e7a4d84d464
245,Larry Robinson,SG,23,TOT,36,10,425,62,150,.413,0,1,.000,62,149,.416,.413,15,27,.556,29,22,51,35,16,1,27,49,139,a7f8bb8d-1a54-4a27-bf64-a4acb3305bd1
246,Rumeal Robinson,PG,24,ATL,47,16,674,108,242,.446,2,11,.182,106,231,.459,.450,47,80,.588,20,51,71,132,32,8,76,65,265,a175e993-ed61-4654-a2c6-8d9ec072efa9
247,Tree Rollins,C,35,DET,37,0,202,14,33,.424,0,0,0,14,33,.424,.424,8,14,.571,13,29,42,4,2,20,15,35,36,d891169f-bdf0-4c5b-98ac-0399591c4b39
248,Delaney Rudd,PG,28,UTA,82,0,874,124,285,.435,17,61,.279,107,224,.478,.465,59,71,.831,14,52,66,216,36,2,102,92,324,4bc4ee59-df49-40f6-918c-9add2f92ef4c
249,John Salley,PF,26,DET,74,1,1649,179,377,.475,0,1,.000,179,376,.476,.475,186,256,.727,137,190,327,70,52,112,91,240,544,05c00d24-8ed6-4ecd-b54a-2ab88a8d93b1
250,Jeff Sanders,PF,25,CHH,3,0,43,6,14,.429,0,0,0,6,14,.429,.429,1,2,.500,3,6,9,1,1,1,1,6,13,5ee0be73-b3a5-4dd1-a6bd-59908a6512f8
251,Mike Sanders,SF,30,IND,80,7,1357,206,494,.417,4,20,.200,202,474,.426,.421,47,57,.825,73,112,185,106,37,26,65,198,463,fcc7e4f5-414d-48d2-a6bf-ffda2d512494
252,Danny Schayes,C,31,MIL,82,38,2228,298,597,.499,0,5,.000,298,592,.503,.499,274,328,.835,174,361,535,98,55,61,106,264,870,cd893740-ecfa-4f1e-aaa0-3cda007b4239
253,Steve Scheffler,C,23,CHH,39,0,227,20,39,.513,0,0,0,20,39,.513,.513,19,21,.905,21,24,45,9,6,2,4,20,59,fb462aa2-64d6-46b7-851c-2ff8866ea5c9
254,Dwayne Schintzius,C,22,SAS,42,7,398,68,155,.439,0,2,.000,68,153,.444,.439,22,40,.550,28,93,121,17,2,29,34,64,158,1a278d0c-401d-4920-86ed-100cbc899673
255,Detlef Schrempf,PF,28,IND,82,3,2632,432,831,.520,15,40,.375,417,791,.527,.529,441,539,.818,178,482,660,301,58,22,175,262,1320,97eeab53-3c7c-43ed-a7fb-d3a98cc66c92
256,Byron Scott,SG,29,LAL,82,82,2630,501,1051,.477,71,219,.324,430,832,.517,.510,118,148,.797,54,192,246,177,95,21,85,146,1191,6022195d-0ab6-49a5-920e-bccccd4631c8
257,Dennis Scott,SG,22,ORL,82,73,2336,503,1183,.425,125,334,.374,378,849,.445,.478,153,204,.750,62,173,235,134,62,25,127,203,1284,3d0730d9-64e4-470d-82c1-0dffd8105932
258,Rony Seikaly,C,25,MIA,64,59,2171,395,822,.481,2,6,.333,393,816,.482,.482,258,417,.619,207,502,709,95,51,86,205,213,1050,f7e2baae-8cee-4086-8f4d-6d94a68f6207
259,John Shasky,C,26,DAL,57,0,510,51,116,.440,0,0,0,51,116,.440,.440,48,79,.608,58,76,134,11,14,20,27,75,150,2620b127-2ddb-42a8-b9b4-037ac87f3571
260,Brian Shaw,PG,24,BOS,79,79,2772,442,942,.469,3,27,.111,439,915,.480,.471,204,249,.819,104,266,370,602,105,34,223,206,1091,fe3edc8f-1d05-4ce4-bc1b-65cc1983b048
261,Lionel Simmons,SF,22,SAC,79,79,2978,549,1301,.422,3,11,.273,546,1290,.423,.423,320,435,.736,193,504,697,315,113,85,230,249,1421,eaee7816-531d-4066-b5ea-1a96312ec65b
262,Scott Skiles,PG,26,ORL,79,66,2714,462,1039,.445,93,228,.408,369,811,.455,.489,340,377,.902,57,213,270,660,89,4,252,192,1357,1190be29-8300-464b-8873-4e37ce0bb04f
263,Charles Smith,SF,25,LAC,74,74,2703,548,1168,.469,0,7,.000,548,1161,.472,.469,384,484,.793,216,392,608,134,81,145,165,267,1480,e0269063-6579-4736-82b9-42ef4d8da882
264,Derek Smith,SF,29,BOS,2,0,16,1,4,.250,0,1,.000,1,3,.333,.250,3,4,.750,0,0,0,5,1,1,1,3,5,09f85a10-f432-46e0-bb21-9f5dac838827
265,Kenny Smith,PG,25,HOU,78,78,2699,522,1003,.520,49,135,.363,473,868,.545,.545,287,340,.844,36,127,163,554,106,11,237,131,1380,864ad531-258e-4a37-897b-56d5d1c352d3
266,Larry Smith,PF,33,HOU,81,28,1923,128,263,.487,0,0,0,128,263,.487,.487,12,50,.240,302,407,709,88,83,22,93,265,268,ab5ac4ef-0b1c-4110-b09f-ef04d50e893c
267,Michael Smith,PF,25,BOS,47,3,389,95,200,.475,6,24,.250,89,176,.506,.490,22,27,.815,21,35,56,43,6,2,37,27,218,91510177-eba8-4f42-8328-30266e83c8ba
268,Otis Smith,SF,27,ORL,75,39,1885,407,902,.451,9,46,.196,398,856,.465,.456,221,301,.734,176,213,389,169,85,35,140,190,1044,d871df9a-7f0b-4a75-8487-9f84244ea87c
269,Tony Smith,SG,22,LAL,64,1,695,97,220,.441,0,7,.000,97,213,.455,.441,40,57,.702,24,47,71,135,28,12,69,80,234,a37dbec3-5089-455f-80e0-a0ae94e17b40
270,Rik Smits,C,24,IND,76,38,1690,342,705,.485,0,0,0,342,705,.485,.485,144,189,.762,116,241,357,84,24,111,86,246,828,19672fc7-6c78-4dd3-a721-7a56d1e4248d
