,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
11,Ron Anderson,SF,33,PHI,82,11,2432,469,1008,0.465,42,127,0.331,427,881,0.485,0.486,143,163,0.877,96,182,278,135,86,11,109,128,1123,879271b3-6eb8-4b10-9efc-1040aa004b46,1991
12,Willie Anderson,SG,25,SAS,57,55,1889,312,685,0.455,13,56,0.232,299,629,0.475,0.465,107,138,0.775,62,238,300,302,54,51,140,151,744,7065a6f9-3b58-4bb6-8b96-22d64d43b65f,1991
13,Michael Ansley,SF,24,TOT,10,0,45,8,18,0.444,0,0,0.0,8,18,0.444,0.444,5,6,0.833,2,4,6,2,0,0,3,7,21,b68f6297-f327-407a-8e92-dc5e560959e3,1991
14,Greg Anthony,PG,24,NYK,82,1,1510,161,435,0.37,8,55,0.145,153,380,0.403,0.379,117,158,0.741,33,103,136,314,59,9,98,170,447,c9961f2c-2cd0-42ee-80bb-9553fc139f92,1991
15,Vincent Askew,SG,25,GSW,80,10,1496,193,379,0.509,1,10,0.1,192,369,0.52,0.511,111,160,0.694,89,144,233,188,47,23,84,128,498,e35ff4d6-413d-4381-877f-1b90369097a5,1991
16,Keith Askins,SF,24,MIA,59,4,843,84,205,0.41,25,73,0.342,59,132,0.447,0.471,26,37,0.703,65,77,142,38,40,15,47,109,219,54733ba6-21b8-4e27-8c0b-f3f94946d755,1991
17,Stacey Augmon,SG,23,ATL,82,82,2505,440,899,0.489,1,6,0.167,439,893,0.492,0.49,213,320,0.666,191,229,420,201,124,27,181,161,1094,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0,1991
18,Isaac Austin,C,22,UTA,31,0,112,21,46,0.457,0,0,0.0,21,46,0.457,0.457,19,30,0.633,11,24,35,5,2,2,8,20,61,72eada86-818c-4b34-8885-a50368816b1b,1991
19,John Bagley,PG,31,BOS,73,59,1742,223,506,0.441,10,42,0.238,213,464,0.459,0.451,68,95,0.716,38,123,161,480,57,4,148,123,524,2bb97067-0d4d-4389-8ab8-1c6d9259adea,1991
20,Thurl Bailey,PF,30,TOT,84,18,2104,368,836,0.44,0,2,0.0,368,834,0.441,0.44,215,270,0.796,122,363,485,78,35,117,108,160,951,cd48d681-1ed5-476b-9326-1a4e0b958d32,1991
21,Steve Bardo,SG,23,SAS,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,6044dd8a-d398-4a44-8729-5e6a6308b44f,1991
22,Dana Barros,PG,24,SEA,75,1,1331,238,493,0.483,83,186,0.446,155,307,0.505,0.567,60,79,0.759,17,64,81,125,51,4,56,84,619,d1acce80-d01a-443f-b39b-cc9e4819ba09,1991
23,John Battle,SG,29,CLE,76,2,1637,316,659,0.48,2,17,0.118,314,642,0.489,0.481,145,171,0.848,19,93,112,159,36,5,91,116,779,4d187ef0-b773-403a-8c23-44795864c732,1991
24,Kenny Battle,SG,27,TOT,16,0,92,11,17,0.647,0,1,0.0,11,16,0.688,0.647,10,12,0.833,4,12,16,4,2,2,4,10,32,fe86795c-f632-48f9-b7ff-ff5bab9d09c5,1991
25,William Bedford,C,28,DET,32,8,363,50,121,0.413,0,1,0.0,50,120,0.417,0.413,14,22,0.636,24,39,63,12,6,18,15,56,114,f693d31b-afb5-4644-b765-2452c591529e,1991
26,Benoit Benjamin,C,27,SEA,63,61,1941,354,740,0.478,0,2,0.0,354,738,0.48,0.478,171,249,0.687,130,383,513,76,39,118,175,185,879,9d99d986-a894-42ca-a06f-459fff16e566,1991
27,Winston Bennett,SF,26,TOT,54,45,833,80,211,0.379,0,1,0.0,80,210,0.381,0.379,35,50,0.7,63,99,162,38,19,9,33,122,195,8a878db9-9704-487a-b93a-36040ff5e216,1991
28,David Benoit,SF,23,UTA,77,2,1161,175,375,0.467,3,14,0.214,172,361,0.476,0.471,81,100,0.81,105,191,296,34,19,44,71,124,434,e865af81-205e-4dec-b397-85148288bf2c,1991
29,Rolando Blackman,SG,32,DAL,75,74,2527,535,1161,0.461,65,169,0.385,470,992,0.474,0.489,239,266,0.898,78,161,239,204,50,22,153,134,1374,6596d7d2-844f-4097-b5d8-c3233f0ebc57,1991
30,Lance Blanks,SG,25,DET,43,0,189,25,55,0.455,6,16,0.375,19,39,0.487,0.509,8,11,0.727,9,13,22,19,14,1,14,26,64,f5e7bb4b-53b3-4fde-afb1-bfa3db43518e,1991
31,Mookie Blaylock,PG,24,NJN,72,67,2548,429,993,0.432,12,54,0.222,417,939,0.444,0.438,126,177,0.712,101,168,269,492,170,40,152,182,996,cec2d617-bfcd-42bb-904f-d87cf5e681c7,1991
32,Muggsy Bogues,PG,27,CHH,82,69,2790,317,671,0.472,2,27,0.074,315,644,0.489,0.474,94,120,0.783,58,177,235,743,170,6,156,156,730,81605265-5852-4aac-9fcc-d5a55f617479,1991
33,Manute Bol,C,29,PHI,71,2,1267,49,128,0.383,0,9,0.0,49,119,0.412,0.383,12,26,0.462,54,168,222,22,11,205,41,139,110,5632c2b0-0978-46c3-9acb-c2d6177fcedb,1991
34,Anthony Bonner,PF,23,SAC,79,18,2287,294,658,0.447,1,4,0.25,293,654,0.448,0.448,151,241,0.627,192,293,485,125,94,26,133,194,740,8f6e2aeb-76e1-4186-847f-deefa294b5fc,1991
35,Anthony Bowie,SG,28,ORL,52,26,1721,312,633,0.493,17,44,0.386,295,589,0.501,0.506,117,136,0.86,70,175,245,163,55,38,107,101,758,de3021e1-46e5-48d4-8e56-d1ef5fb57465,1991
36,Sam Bowie,C,30,NJN,71,61,2179,421,947,0.445,8,25,0.32,413,922,0.448,0.449,212,280,0.757,203,375,578,186,41,120,150,212,1062,1b192fac-4037-43be-936e-062aa711e76e,1991
37,Terrell Brandon,PG,21,CLE,82,9,1605,252,601,0.419,1,23,0.043,251,578,0.434,0.42,100,124,0.806,49,113,162,316,81,22,136,107,605,823fab52-6900-49dc-84a3-9402c2c86964,1991
38,Randy Breuer,C,31,MIN,67,25,1176,161,344,0.468,0,1,0.0,161,343,0.469,0.468,41,77,0.532,98,183,281,89,27,99,41,117,363,23f9f709-b0bf-459c-b9d4-92083d95ef84,1991
39,Frank Brickowski,SF,32,MIL,65,60,1556,306,584,0.524,3,6,0.5,303,578,0.524,0.527,125,163,0.767,97,247,344,122,60,23,112,223,740,e2011308-25ca-48c8-bc1d-457254a4315a,1991
40,Kevin Brooks,SF,22,DEN,37,0,270,43,97,0.443,2,11,0.182,41,86,0.477,0.454,17,21,0.81,13,26,39,11,8,2,18,19,105,a6313339-63e1-4a10-9e8f-d6a3b028f395,1991
41,Scott Brooks,PG,26,MIN,82,0,1082,167,374,0.447,32,90,0.356,135,284,0.475,0.489,51,63,0.81,27,72,99,205,66,7,51,82,417,806c8dd0-54e2-4473-a635-f5003b31a7dd,1991
42,Chucky Brown,SF,23,TOT,42,2,431,60,128,0.469,0,3,0.0,60,125,0.48,0.469,30,49,0.612,31,51,82,26,12,7,29,48,150,8c9b0d6c-9002-479b-837d-7e0205884c09,1991
43,Dee Brown,PG,23,BOS,31,20,883,149,350,0.426,5,22,0.227,144,328,0.439,0.433,60,78,0.769,15,64,79,164,33,7,59,74,363,f3409c41-8f7a-451e-8e19-5db262e1f39e,1991
44,Mike Brown,C,28,UTA,82,1,1783,221,488,0.453,0,1,0.0,221,487,0.454,0.453,190,285,0.667,187,289,476,81,42,34,105,196,632,2fb24726-79a1-4ec0-9fe8-7fbf2e15fbb5,1991
45,Myron Brown,PG,22,MIN,4,0,23,4,6,0.667,1,3,0.333,3,3,1.0,0.75,0,0,0.0,0,3,3,6,1,0,4,2,9,2ac4dc58-d6c4-444a-9e3f-8dd587214d34,1991
46,Randy Brown,PG,23,SAC,56,0,535,77,169,0.456,0,6,0.0,77,163,0.472,0.456,38,58,0.655,26,43,69,59,35,12,42,68,192,8f36f9da-c300-43d1-ac60-8fca68c80007,1991
47,Tony Brown,SF,31,TOT,57,2,655,102,249,0.41,19,63,0.302,83,186,0.446,0.448,48,66,0.727,32,52,84,48,30,5,35,82,271,f5e7d212-32a5-4e6b-a7e1-8ac0acbfcc6c,1991
48,Mark Bryant,PF,26,POR,56,0,800,95,198,0.48,0,3,0.0,95,195,0.487,0.48,40,60,0.667,87,114,201,41,26,8,30,105,230,76198ed3-74d2-496b-8f73-36b57a74c3ae,1991
49,Jud Buechler,SF,23,TOT,28,0,290,29,71,0.408,0,1,0.0,29,70,0.414,0.408,12,21,0.571,18,34,52,23,19,7,13,31,70,5cc0522a-92c2-4b12-a9ff-963e2840c135,1991
50,Matt Bullard,PF,24,HOU,80,7,1278,205,447,0.459,64,166,0.386,141,281,0.502,0.53,38,50,0.76,73,150,223,75,26,21,56,129,512,3154c4f2-02b4-4e45-b006-309b7b40279d,1991
51,Willie Burton,SF,23,MIA,68,50,1585,280,622,0.45,6,15,0.4,274,607,0.451,0.455,196,245,0.8,76,168,244,123,46,37,119,186,762,d812d4dd-3c39-4c59-a979-0d7ce7449bd1,1991
52,Michael Cage,PF,30,SEA,82,69,2461,307,542,0.566,0,5,0.0,307,537,0.572,0.566,106,171,0.62,266,462,728,92,99,55,78,237,720,a2c39711-5176-4727-ac4b-d4f600d81bfb,1991
53,Elden Campbell,C,23,LAL,81,47,1876,220,491,0.448,0,2,0.0,220,489,0.45,0.448,138,223,0.619,155,268,423,59,53,159,73,203,578,b2c688d6-6b67-46d0-ab35-32d0fda30e13,1991
54,Tony Campbell,SF,29,MIN,78,41,2441,527,1137,0.464,13,37,0.351,514,1100,0.467,0.469,240,299,0.803,141,145,286,229,84,31,165,206,1307,d0b712d1-fdf1-44dd-91cc-13b6cc471f73,1991
55,Antoine Carr,PF,30,SAS,81,27,1867,359,732,0.49,1,5,0.2,358,727,0.492,0.491,162,212,0.764,128,218,346,63,32,96,114,264,881,bef418b3-f88a-4c46-ba60-0fa32a75f6f7,1991
56,Bill Cartwright,C,34,CHI,64,64,1471,208,445,0.467,0,0,0.0,208,445,0.467,0.467,96,159,0.604,93,231,324,87,22,14,75,131,512,fa7e674e-3e4e-44af-9c7d-1a1add052f6c,1991
57,Terry Catledge,PF,28,ORL,78,67,2430,457,922,0.496,0,4,0.0,457,918,0.498,0.496,240,346,0.694,257,292,549,109,58,16,138,196,1154,ac79038e-82f9-4054-8042-cf48a9aa3d3b,1991
58,Duane Causwell,C,23,SAC,80,77,2291,250,455,0.549,0,1,0.0,250,454,0.551,0.549,136,222,0.613,196,384,580,59,47,215,124,281,636,1cc08ed4-3d76-4378-8b20-6f4ca12f5cc1,1991
59,Cedric Ceballos,SF,22,PHO,64,4,725,176,365,0.482,1,6,0.167,175,359,0.487,0.484,109,148,0.736,60,92,152,50,16,11,71,52,462,b2b1330d-bc6c-4322-b539-ee859f77fd1a,1991
60,Tom Chambers,PF,32,PHO,69,66,1948,426,989,0.431,18,49,0.367,408,940,0.434,0.44,258,311,0.83,86,315,401,142,57,37,103,196,1128,87411ad9-1a01-4926-b6d7-247d9d29a17c,1991
61,Rex Chapman,PG-SG,24,TOT,22,11,567,113,252,0.448,8,29,0.276,105,223,0.471,0.464,36,53,0.679,10,48,58,89,15,8,45,51,270,de00f059-54ba-4734-986e-86718200eb24,1991
62,Pete Chilcutt,PF,23,SAC,69,2,817,113,250,0.452,2,2,1.0,111,248,0.448,0.456,23,28,0.821,78,109,187,38,32,17,41,70,251,7a1d1bf5-3632-46a1-99b9-16447376195d,1991
63,Derrick Coleman,PF,24,NJN,65,58,2207,483,958,0.504,23,76,0.303,460,882,0.522,0.516,300,393,0.763,203,415,618,205,54,98,248,168,1289,84f062a1-ada6-4899-8ab9-260ce609bcc4,1991
64,Bimbo Coles,PG,23,MIA,81,28,1976,295,649,0.455,10,52,0.192,285,597,0.477,0.462,216,262,0.824,69,120,189,366,73,13,167,151,816,fd5ff25c-e06e-4109-86fd-aae79146ff69,1991
65,Marty Conlon,C,24,SEA,45,1,381,48,101,0.475,0,0,0.0,48,101,0.475,0.475,24,32,0.75,33,36,69,12,9,7,27,40,120,323c33b9-0edb-4a29-86a2-3e49c693de82,1991
66,Lester Conner,PG,32,MIL,81,9,1420,103,239,0.431,0,7,0.0,103,232,0.444,0.431,81,115,0.704,63,121,184,294,97,10,79,86,287,c631fad3-b76e-4c0f-80d9-20fc46ad63fc,1991
67,Anthony Cook,PF,24,DEN,22,0,115,15,25,0.6,0,0,0.0,15,25,0.6,0.6,4,6,0.667,13,21,34,2,5,4,3,10,34,345e97e7-03f5-4168-a59d-01b9de2df44f,1991
68,Wayne Cooper,C,35,POR,35,0,344,35,82,0.427,0,0,0.0,35,82,0.427,0.427,7,11,0.636,38,63,101,21,4,27,15,57,77,9903b5d5-364c-4ac7-be54-e5a3032f70d4,1991
69,Tom Copa,C,27,SAS,33,1,132,22,40,0.55,0,0,0.0,22,40,0.55,0.55,4,13,0.308,14,22,36,3,2,6,8,29,48,4b9aa9ee-a38f-4912-9fb7-229c584db757,1991
70,Lanard Copeland,SG,26,LAC,10,0,48,7,23,0.304,0,2,0.0,7,21,0.333,0.304,2,2,1.0,1,6,7,5,2,0,4,5,16,8aa18b0a-f5ae-4d22-aca2-193a444dd255,1991
71,Tyrone Corbin,SF,29,TOT,80,9,2207,303,630,0.481,0,4,0.0,303,626,0.484,0.481,174,201,0.866,163,309,472,140,82,20,97,193,780,2333fb56-5711-47c8-88ac-873809c87028,1991
72,Chris Corchiani,PG,23,ORL,51,1,741,77,193,0.399,10,37,0.27,67,156,0.429,0.425,91,104,0.875,18,60,78,141,45,2,74,94,255,8577fe94-7b04-4fe2-8ce1-13bd50cd2c84,1991
73,Corey Crowder,SF,22,UTA,51,0,328,43,112,0.384,13,30,0.433,30,82,0.366,0.442,15,18,0.833,16,25,41,17,7,2,13,35,114,0818e65a-5be6-4b58-8bf4-457747b2c82b,1991
74,Terry Cummings,PF,30,SAS,70,67,2149,514,1053,0.488,5,13,0.385,509,1040,0.489,0.491,177,249,0.711,247,384,631,102,58,34,115,210,1210,7476bfee-7c7e-490c-89af-56e322a8df0a,1991
75,Dell Curry,SG,27,CHH,77,0,2020,504,1038,0.486,74,183,0.404,430,855,0.503,0.521,127,152,0.836,57,202,259,177,93,20,134,156,1209,68ff8943-d218-4539-8d43-74acf22d65d1,1991
76,Quintin Dailey,SG,31,SEA,11,1,98,9,37,0.243,0,1,0.0,9,36,0.25,0.243,13,16,0.813,2,10,12,4,5,1,10,6,31,436fab82-7f09-4651-9e2f-3ea1b5c98136,1991
77,Brad Daugherty,C,26,CLE,73,73,2643,576,1010,0.57,0,2,0.0,576,1008,0.571,0.57,414,533,0.777,191,569,760,262,65,78,185,190,1566,ae75e1f9-765b-4cde-afbc-b5e9f18e0a26,1991
78,Brad Davis,PG,36,DAL,33,0,429,38,86,0.442,5,18,0.278,33,68,0.485,0.471,11,15,0.733,4,29,33,66,11,3,27,57,92,5db589cb-2c30-43ea-8dfc-252de15e758e,1991
79,Dale Davis,PF,22,IND,64,23,1301,154,279,0.552,0,1,0.0,154,278,0.554,0.552,87,152,0.572,158,252,410,30,27,74,49,191,395,9bd7b705-76b9-4cd9-b230-4872e38108fd,1991
80,Terry Davis,PF,24,DAL,68,67,2149,256,531,0.482,0,5,0.0,256,526,0.487,0.482,181,285,0.635,228,444,672,57,26,29,117,202,693,b581d1d6-5751-48b3-8d66-ce5dce2c616d,1991
81,Walter Davis,SF,37,DEN,46,0,741,185,403,0.459,5,16,0.313,180,387,0.465,0.465,82,94,0.872,20,50,70,68,29,1,45,69,457,fcae5e69-e8ca-4b4b-b198-6b51005a1015,1991
82,Johnny Dawkins,PG,28,PHI,82,82,2815,394,902,0.437,36,101,0.356,358,801,0.447,0.457,164,186,0.882,42,185,227,567,89,5,183,158,988,4c8d9a38-4d02-4517-b24d-5c98bbee1701,1991
83,Bison Dele,PF,22,ORL,48,2,905,171,324,0.528,0,0,0.0,171,324,0.528,0.528,95,142,0.669,115,157,272,33,41,53,86,139,437,da34bace-e9eb-4a47-9290-2fb111828d61,1991
84,James Donaldson,C,34,TOT,58,32,1075,112,245,0.457,0,0,0.0,112,245,0.457,0.457,61,86,0.709,99,190,289,33,8,49,48,103,285,1f888eca-a2ec-4d90-8ea3-7b0ab918c8fb,1991
85,Sherman Douglas,PG,25,TOT,42,2,752,117,253,0.462,1,10,0.1,116,243,0.477,0.464,73,107,0.682,13,50,63,172,25,9,68,78,308,218d1375-5118-43ab-97fa-7c1d1883ed3d,1991
86,Greg Dreiling,C,29,IND,60,23,509,43,87,0.494,1,1,1.0,42,86,0.488,0.5,30,40,0.75,22,74,96,25,10,16,31,123,117,bed77961-496a-422e-b794-46b092193b96,1991
87,Kevin Duckworth,C,27,POR,82,82,2222,362,786,0.461,0,3,0.0,362,783,0.462,0.461,156,226,0.69,151,346,497,99,38,37,143,264,880,af5f0718-d3bf-453d-be32-650509490dab,1991
88,Chris Dudley,C,26,NJN,82,21,1902,190,472,0.403,0,0,0.0,190,472,0.403,0.403,80,171,0.468,343,396,739,58,38,179,79,275,460,10207f22-6a09-46de-9e54-a6e20300ec6a,1991
89,Ledell Eackles,SG,25,WSB,65,25,1463,355,759,0.468,7,35,0.2,348,724,0.481,0.472,139,187,0.743,39,139,178,125,47,7,75,145,856,8af17132-e726-4bfa-a112-33f900a69e41,1991
90,Mark Eaton,C,35,UTA,81,81,2023,107,240,0.446,0,0,0.0,107,240,0.446,0.446,52,87,0.598,150,341,491,40,36,205,60,239,266,9ab3221c-d730-4865-b102-c598d45d3962,1991
91,Patrick Eddie,C,24,NYK,4,0,13,2,9,0.222,0,0,0.0,2,9,0.222,0.222,0,0,0.0,0,1,1,0,0,0,0,3,4,feb30b74-1af4-4bb3-a299-7b3de4537eee,1991
92,Blue Edwards,SF,26,UTA,81,81,2283,433,830,0.522,39,103,0.379,394,727,0.542,0.545,113,146,0.774,86,212,298,137,81,46,122,236,1018,f026a9ba-ffb3-440f-b092-636e3a5a1b35,1991
93,James Edwards,C,36,LAC,72,11,1437,250,538,0.465,0,1,0.0,250,537,0.466,0.465,198,271,0.731,55,147,202,53,24,33,72,236,698,98f3d511-9ff9-471e-b2fa-d45584a6244b,1991
94,Kevin Edwards,PG,26,MIA,81,1,1840,325,716,0.454,7,32,0.219,318,684,0.465,0.459,162,191,0.848,56,155,211,170,99,20,120,138,819,ffce6d7b-7508-4ad0-a470-5d55008cd3f7,1991
95,Craig Ehlo,SG,30,CLE,63,62,2016,310,684,0.453,69,167,0.413,241,517,0.466,0.504,87,123,0.707,94,213,307,238,78,22,104,150,776,795a4e74-2e82-4ca1-9a6c-7aca4be004de,1991
96,Mario Elie,SG,28,GSW,79,32,1677,221,424,0.521,23,70,0.329,198,354,0.559,0.548,155,182,0.852,69,158,227,174,68,15,83,159,620,9a34fe53-7775-4472-9659-9d49bf9ef336,1991
97,Sean Elliott,SF,23,SAS,82,82,3120,514,1040,0.494,25,82,0.305,489,958,0.51,0.506,285,331,0.861,143,296,439,214,84,29,152,149,1338,06ab8ae4-e8f3-4b6b-a216-4187e8ac6dc0,1991
98,Dale Ellis,SF,31,MIL,81,11,2191,485,1034,0.469,138,329,0.419,347,705,0.492,0.536,164,212,0.774,92,161,253,104,57,18,119,151,1272,3deebb20-3308-404d-be67-ab1e32b18cba,1991
99,LeRon Ellis,C,22,LAC,29,0,103,17,50,0.34,0,0,0.0,17,50,0.34,0.34,9,19,0.474,12,12,24,1,6,9,11,11,43,6d02c272-35f2-4459-a9ee-f69d9b0cf5fb,1991
100,Pervis Ellison,C,24,WSB,66,64,2511,547,1014,0.539,1,3,0.333,546,1011,0.54,0.54,227,312,0.728,217,523,740,190,62,177,196,222,1322,beb4ab73-9da9-4e40-900e-ec9b2bccc4fe,1991
101,A.J. English,SG,24,WSB,81,6,1665,366,846,0.433,6,34,0.176,360,812,0.443,0.436,148,176,0.841,74,94,168,143,32,9,89,160,886,2d3affde-1298-42d0-a296-21df41b6c953,1991
102,Dave Feitl,C,29,NJN,34,0,175,33,77,0.429,0,0,0.0,33,77,0.429,0.429,16,19,0.842,21,40,61,6,2,3,19,22,82,cf972ff1-f283-41f4-8f79-7a54ea7cd1ac,1991
103,Duane Ferrell,SF,26,ATL,66,12,1598,331,632,0.524,11,33,0.333,320,599,0.534,0.532,166,218,0.761,105,105,210,92,49,17,99,134,839,308acad5-bd68-424c-b2f0-7260659c1773,1991
104,Danny Ferry,PF,25,CLE,68,1,937,134,328,0.409,17,48,0.354,117,280,0.418,0.434,61,73,0.836,53,160,213,75,22,15,46,135,346,4d2819b0-30c9-40f3-af49-4b950b0fad78,1991
105,Vern Fleming,PG,29,IND,82,6,1737,294,610,0.482,6,27,0.222,288,583,0.494,0.487,132,179,0.737,69,140,209,266,56,7,140,134,726,87de7da8-d598-458b-8196-5bcfcd5dd7aa,1991
106,Sleepy Floyd,PG,31,HOU,82,3,1662,286,704,0.406,37,123,0.301,249,581,0.429,0.433,135,170,0.794,34,116,150,239,57,21,128,128,744,b8779d84-bd9d-4bbc-ad26-1867a915af4d,1991
107,Greg Foster,PF,23,WSB,49,3,548,89,193,0.461,0,1,0.0,89,192,0.464,0.461,35,49,0.714,43,102,145,35,6,12,36,83,213,4aefed22-7753-4c9e-82a7-29c16f1d18e7,1991
108,Rick Fox,SF,22,BOS,81,5,1535,241,525,0.459,23,70,0.329,218,455,0.479,0.481,139,184,0.755,73,147,220,126,78,30,123,230,644,ecffeb31-7eb9-4fd6-889f-a7684e3eeadf,1991
109,Tellis Frank,PF,26,MIN,10,0,140,18,33,0.545,0,0,0.0,18,33,0.545,0.545,10,15,0.667,8,18,26,8,5,4,5,24,46,5f86ed5d-2825-4785-b968-36dd31fd0da7,1991
110,Anthony Frederick,SF,27,CHH,66,26,852,161,370,0.435,4,17,0.235,157,353,0.445,0.441,63,92,0.685,75,69,144,71,40,26,58,91,389,3f58595d-17e7-4ce0-969e-775a647552e2,1991
111,Kevin Gamble,SF,26,BOS,82,77,2496,480,908,0.529,9,31,0.29,471,877,0.537,0.534,139,157,0.885,80,206,286,219,75,37,97,200,1108,9a2469a9-1262-4c2a-85da-acc7a3e487f6,1991
112,Winston Garland,PG,27,DEN,78,67,2209,333,750,0.444,9,28,0.321,324,722,0.449,0.45,171,199,0.859,67,123,190,411,98,22,175,206,846,72bf659e-ff8b-4138-a053-4675d57ea4c9,1991
113,Tom Garrick,SG,25,TOT,40,5,549,59,143,0.413,1,4,0.25,58,139,0.417,0.416,18,26,0.692,12,44,56,98,36,4,44,54,137,c552d8f3-3f77-4700-97cf-19be6c0e76a9,1991
114,Chris Gatling,PF,24,GSW,54,1,612,117,206,0.568,0,4,0.0,117,202,0.579,0.568,72,109,0.661,75,107,182,16,31,36,44,101,306,91a83481-28a4-45a5-b350-4cc0cc050926,1991
115,Kenny Gattison,PF,27,CHH,82,71,2223,423,799,0.529,0,2,0.0,423,797,0.531,0.529,196,285,0.688,177,403,580,131,59,69,140,273,1042,a0e09383-e925-41b8-947d-4c371faa790a,1991
116,Tate George,SG,23,NJN,70,2,1037,165,386,0.427,1,6,0.167,164,380,0.432,0.429,87,106,0.821,36,69,105,162,41,3,82,98,418,102a8d8a-f341-41c3-8671-784aafbf6461,1991
117,Kendall Gill,SG,23,CHH,79,79,2906,666,1427,0.467,6,25,0.24,660,1402,0.471,0.469,284,381,0.745,165,237,402,329,154,46,180,237,1622,407a01e1-fcba-465f-a46b-45e370abce7b,1991
118,Armen Gilliam,PF,27,PHI,81,81,2771,512,1001,0.511,0,2,0.0,512,999,0.513,0.511,343,425,0.807,234,426,660,118,51,85,166,176,1367,e73fbea9-98a7-4a49-89f5-e8363da5622f,1991
119,Gerald Glass,SF,24,MIN,75,41,1822,383,871,0.44,16,54,0.296,367,817,0.449,0.449,77,125,0.616,107,153,260,175,66,30,103,171,859,2d04d746-82ab-4dcd-b3c7-173345ca79a1,1991
120,Mike Gminski,C,32,CHH,35,10,499,90,199,0.452,1,3,0.333,89,196,0.454,0.455,21,28,0.75,37,81,118,31,11,16,20,37,202,449eb029-7173-450e-80ef-936afe988bdc,1991
121,Dan Godfread,C,24,HOU,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,c6de52c7-0802-4d49-9df8-3988b8ad5af0,1991
122,Paul Graham,SG,24,ATL,78,9,1718,305,682,0.447,55,141,0.39,250,541,0.462,0.488,126,170,0.741,72,159,231,175,96,21,91,193,791,d65ded8b-6f90-4e7d-9b2c-56438f1a7fb1,1991
123,Ron Grandison,PF,27,CHH,3,0,25,2,4,0.5,0,0,0.0,2,4,0.5,0.5,6,10,0.6,3,8,11,1,1,1,3,4,10,e309bed8-fe79-4d45-8d52-bac08e108ddf,1991
124,Gary Grant,PG,26,LAC,78,53,2049,275,595,0.462,15,51,0.294,260,544,0.478,0.475,44,54,0.815,34,150,184,538,138,14,187,181,609,0ad85d16-2bf0-4ad4-9809-fd9959229831,1991
