,player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,uuid,year
10,Brandon Armstrong,SG,23,NJN,56,0,434,65,175,0.371,19,52,0.365,46,123,0.374,0.426,2,4,0.5,12,31,43,14,12,2,24,49,151,6b1eecef-1863-4859-b2a7-62eaa04c7aa2,2003
11,Darrell Armstrong,PG,35,NOH,79,22,2247,291,736,0.395,135,429,0.315,156,307,0.508,0.487,123,144,0.854,63,163,226,311,133,16,155,148,840,5aa77a64-ab4b-462e-9bff-6f7f798a9c9b,2003
12,Carlos Arroyo,PG,24,UTA,71,71,2008,339,768,0.441,38,117,0.325,301,651,0.462,0.466,181,225,0.804,41,144,185,355,63,5,156,165,897,dabf8ad1-b484-40d6-96f3-4765ce6c3ae7,2003
13,Chucky Atkins,PG,29,TOT,64,24,1544,192,484,0.397,81,241,0.336,111,243,0.457,0.48,73,97,0.753,9,84,93,223,45,2,92,102,538,e3632248-9422-4a14-b67d-925115d53ce4,2003
14,Stacey Augmon,SF,35,NOH,69,24,1416,143,347,0.412,1,7,0.143,142,340,0.418,0.414,110,139,0.791,52,122,174,85,55,15,76,114,397,5a3e9fd3-c9fe-4c9f-ad4f-e9b2e05ad6c0,2003
15,Vin Baker,PF,32,TOT,54,33,1313,208,432,0.481,1,3,0.333,207,429,0.483,0.483,114,157,0.726,112,168,280,66,29,32,77,160,531,1da96cf4-65ef-4467-a93a-08c14791d904,2003
16,Marcus Banks,PG,22,BOS,81,2,1385,177,442,0.4,27,86,0.314,150,356,0.421,0.431,99,131,0.756,30,103,133,175,88,13,125,171,480,32c4ea5d-d2cb-41b0-9b43-28497e1fab0c,2003
17,Leandro Barbosa,PG,21,PHO,70,46,1500,210,470,0.447,83,210,0.395,127,260,0.488,0.535,47,61,0.77,23,100,123,165,93,7,120,184,550,d5e4a8c9-8695-429f-84c0-c83d674b4c39,2003
18,Matt Barnes,SF,23,LAC,38,9,724,63,138,0.457,2,13,0.154,61,125,0.488,0.464,43,61,0.705,53,98,151,48,27,3,44,76,171,7a9a28d7-3b17-419a-89f7-bb1c605c0337,2003
19,Dana Barros,SG,36,BOS,1,0,11,2,3,0.667,0,0,0.0,2,3,0.667,0.667,2,2,1.0,0,0,0,0,0,0,0,2,6,d1acce80-d01a-443f-b39b-cc9e4819ba09,2003
20,Brent Barry,SG,32,SEA,59,53,1803,215,427,0.504,114,252,0.452,101,175,0.577,0.637,91,110,0.827,21,183,204,342,85,16,139,121,635,b6e16b6a-99e8-47d8-a974-c877ee4e79fb,2003
21,Jon Barry,SG,34,DEN,57,9,1101,120,297,0.404,51,138,0.37,69,159,0.434,0.49,60,71,0.845,25,98,123,147,57,8,53,66,351,7c58917c-b227-40f1-8c47-f9b4ae4e064a,2003
22,Mengke Bateer,C,28,TOR,7,0,40,4,7,0.571,0,0,0.0,4,7,0.571,0.571,0,0,0.0,5,3,8,1,1,0,2,10,8,aa2701fb-521f-4f69-bb62-3bed8ae07043,2003
23,Tony Battie,C,27,TOT,73,7,1478,170,384,0.443,2,9,0.222,168,375,0.448,0.445,66,89,0.742,118,241,359,58,26,67,63,159,408,b867608b-3f21-40b3-83dd-349f974f7990,2003
24,Shane Battier,SF,25,MEM,79,1,1947,242,543,0.446,65,186,0.349,177,357,0.496,0.506,120,164,0.732,102,201,303,101,101,58,56,187,669,83a7cc52-cfa4-47f6-bbe9-a6e89697b779,2003
25,Lonny Baxter,C-PF,25,TOT,62,5,766,103,209,0.493,1,3,0.333,102,206,0.495,0.495,44,76,0.579,64,123,187,20,17,29,38,123,251,61609cb5-8e31-460a-b3c2-798ce1fd6b47,2003
26,Jerome Beasley,PF,23,MIA,2,0,5,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,1,1,0,0,0,0,0,2,9deb371d-7964-4dba-bc5d-dfd992876286,2003
27,Raja Bell,SG,27,UTA,82,4,2020,329,805,0.409,62,166,0.373,267,639,0.418,0.447,195,248,0.786,60,181,241,107,63,13,111,262,915,cde9e15c-aad3-42e1-9cc2-24d8f8eeb530,2003
28,Troy Bell,PG,23,MEM,6,0,34,4,18,0.222,0,4,0.0,4,14,0.286,0.222,3,3,1.0,3,1,4,4,1,0,6,6,11,cf31a196-2c22-4ef4-8bbf-26c2a64b73fe,2003
29,Jonathan Bender,SF,23,IND,21,0,271,50,106,0.472,9,22,0.409,41,84,0.488,0.514,39,47,0.83,9,31,40,9,5,11,33,23,148,fb9e592f-db4e-4c82-b0b8-0a087a94d09b,2003
30,Travis Best,PG,31,DAL,61,1,762,64,172,0.372,3,20,0.15,61,152,0.401,0.381,40,46,0.87,17,51,68,112,31,4,33,66,171,3ec1ea0a-2143-4dd4-a0d7-7341b59a4414,2003
31,Mike Bibby,PG,25,SAC,82,82,2980,527,1170,0.45,148,378,0.392,379,792,0.479,0.514,304,373,0.815,67,210,277,444,112,18,175,146,1506,ce4021d2-8318-4b80-88c3-70c6b08f30ec,2003
32,Chauncey Billups,PG,27,DET,78,78,2758,392,996,0.394,130,335,0.388,262,661,0.396,0.459,404,460,0.878,35,241,276,446,84,8,189,177,1318,7a09dda4-5980-4115-b1c8-bde37d6b4d12,2003
33,Steve Blake,PG,23,WAS,75,14,1392,157,407,0.386,75,202,0.371,82,205,0.4,0.478,55,67,0.821,18,99,117,209,57,7,128,100,444,1239a758-90d2-47e1-bc59-d2d3d856d761,2003
34,Corie Blount,PF-C,35,TOT,62,3,1050,115,253,0.455,0,3,0.0,115,250,0.46,0.455,15,27,0.556,98,177,275,55,49,24,43,135,245,9bdb8d47-1db7-4695-8984-ef6cd2f297f3,2003
35,Mark Blount,C,28,BOS,82,73,2402,342,604,0.566,0,0,0.0,342,604,0.566,0.566,159,221,0.719,207,382,589,75,80,106,150,253,843,11bbc2a9-70f0-4d8e-b64c-91c13bc54d05,2003
36,Keith Bogans,SF,23,ORL,73,36,1787,183,454,0.403,67,187,0.358,116,267,0.434,0.477,65,103,0.631,106,211,317,98,46,10,75,128,498,8c954282-64f2-4b29-be3a-f613f4999a3f,2003
37,Calvin Booth,C,27,SEA,71,35,1206,135,290,0.466,0,2,0.0,135,288,0.469,0.466,75,94,0.798,86,194,280,28,17,101,45,150,345,67614d9b-25e4-4c04-b9e3-68beeb93d90d,2003
38,Carlos Boozer,PF,22,CLE,75,75,2592,471,900,0.523,1,6,0.167,470,894,0.526,0.524,219,285,0.768,230,627,857,148,74,55,134,199,1162,ff148c20-a1b1-444c-9f51-c2f202a6a397,2003
39,Curtis Borchardt,C,23,UTA,16,0,258,22,56,0.393,0,1,0.0,22,55,0.4,0.393,14,18,0.778,13,41,54,15,4,14,18,40,58,44819d21-cca4-4299-a007-b650ff3d9434,2003
40,Ruben Boumtje-Boumtje,C,25,POR,9,0,26,1,5,0.2,0,0,0.0,1,5,0.2,0.2,2,2,1.0,0,1,1,1,0,1,0,2,4,91a3c84b-3657-40d1-8f02-fa2de4cdb43e,2003
41,Bruce Bowen,SF,32,SAS,82,82,2624,211,502,0.42,77,212,0.363,134,290,0.462,0.497,66,114,0.579,45,208,253,113,84,33,90,166,565,c818a730-e15e-42bb-a276-fa305e6c0125,2003
42,Ryan Bowen,PF,28,DEN,52,1,392,18,53,0.34,0,0,0.0,18,53,0.34,0.34,10,12,0.833,39,48,87,18,18,16,6,47,46,b0c32737-0075-4029-9456-d4709971b8d1,2003
43,Earl Boykins,SG,27,DEN,82,3,1849,321,766,0.419,55,171,0.322,266,595,0.447,0.455,142,162,0.877,42,101,143,295,51,3,100,84,839,f926e81f-3df9-4cc8-8885-1a5cb77ece58,2003
44,Michael Bradley,C-PF,24,TOT,16,1,98,7,15,0.467,0,0,0.0,7,15,0.467,0.467,1,2,0.5,6,17,23,1,3,0,7,14,15,7dffc12b-c985-4be2-b4f2-39e577081942,2003
45,Shawn Bradley,C,31,DAL,66,5,773,89,188,0.473,0,1,0.0,89,187,0.476,0.473,41,49,0.837,72,101,173,20,33,74,17,130,219,4fd85cd0-21f4-4af3-81f0-ef44ab854177,2003
46,Torraye Braggs,PF,27,TOT,15,0,154,16,33,0.485,0,0,0.0,16,33,0.485,0.485,8,12,0.667,18,21,39,7,4,2,13,29,40,18a324b7-208a-421b-9543-90e0f679439a,2003
47,Elton Brand,PF,24,LAC,69,68,2670,484,982,0.493,0,1,0.0,484,981,0.493,0.493,411,532,0.773,269,445,714,227,64,154,193,229,1379,992a6106-25bb-4542-a824-1ab30a90ff3a,2003
48,Jamison Brewer,PG,23,IND,13,1,160,13,35,0.371,5,14,0.357,8,21,0.381,0.443,1,6,0.167,2,9,11,17,7,0,10,9,32,21a1ccb9-bbcb-4e51-a63c-56a5f901b713,2003
49,Damone Brown,PF,24,NJN,3,0,17,1,10,0.1,0,0,0.0,1,10,0.1,0.1,1,2,0.5,3,2,5,0,2,0,1,2,3,7cff285e-d83e-4d61-9b3b-2dd861f96222,2003
50,Devin Brown,SG,25,SAS,58,0,627,85,196,0.434,4,14,0.286,81,182,0.445,0.444,60,74,0.811,38,92,130,33,15,4,38,61,234,b1ba3ee5-e51a-4137-93fc-a89f384be97b,2003
51,Kedrick Brown,SF,22,TOT,55,26,969,117,254,0.461,38,99,0.384,79,155,0.51,0.535,17,27,0.63,41,105,146,64,30,7,29,80,289,98a15614-ab3e-40f9-8ca3-a1d1783e0684,2003
52,Kwame Brown,PF,21,WAS,74,57,2239,288,589,0.489,1,2,0.5,287,587,0.489,0.49,228,334,0.683,178,372,550,112,66,52,140,144,805,ee2a70fa-8405-4932-9ab5-d18c723217bb,2003
53,Tierre Brown,PG,24,NOH,3,0,17,2,4,0.5,0,0,0.0,2,4,0.5,0.5,2,4,0.5,0,1,1,2,0,0,7,1,6,f311c1f2-a9bf-47ac-9f84-1eb8110f65fd,2003
54,Rick Brunson,PG,31,TOT,40,0,412,40,105,0.381,11,23,0.478,29,82,0.354,0.433,27,31,0.871,9,28,37,82,25,3,33,44,118,736965ff-f60f-4ca6-95a4-f7d7fbe55aa0,2003
55,Greg Buckner,SG,27,PHI,53,3,703,66,175,0.377,12,44,0.273,54,131,0.412,0.411,20,27,0.741,28,75,103,45,21,4,34,77,164,47e6319b-cbda-476c-81ff-3f285baa2ad5,2003
56,Rodney Buford,SF,26,SAC,22,0,141,19,56,0.339,0,2,0.0,19,54,0.352,0.339,3,6,0.5,6,9,15,7,6,1,4,9,41,6b783176-8ccc-4dcf-a9a9-f5337048a3fb,2003
57,Caron Butler,SF,23,MIA,68,56,2030,240,631,0.38,10,42,0.238,230,589,0.39,0.388,133,176,0.756,92,234,326,126,75,13,91,162,623,b9856f28-e40d-41b5-b3b9-1e191f7460b2,2003
58,Mitchell Butler,SG,33,WAS,41,4,552,54,124,0.435,11,30,0.367,43,94,0.457,0.48,15,24,0.625,24,47,71,32,22,4,24,54,134,10656c23-5d8d-45a5-bdb6-887f2b7b60de,2003
59,Rasual Butler,SF,24,MIA,45,0,675,119,250,0.476,50,108,0.463,69,142,0.486,0.576,16,21,0.762,4,57,61,23,10,13,28,72,304,58c5e74e-a940-4c9b-bf4e-81b4c3fb24ce,2003
60,Marcus Camby,C,29,DEN,72,72,2162,262,549,0.477,0,2,0.0,262,547,0.479,0.477,98,136,0.721,211,516,727,132,86,187,98,239,622,daabe87b-5399-40dc-9a97-5c08300da5a5,2003
61,Elden Campbell,C,35,DET,65,27,892,138,314,0.439,0,0,0.0,138,314,0.439,0.439,85,124,0.685,52,157,209,45,21,50,63,137,361,b2c688d6-6b67-46d0-ab35-32d0fda30e13,2003
62,Brian Cardinal,PF,26,GSW,76,11,1634,220,466,0.472,55,124,0.444,165,342,0.482,0.531,238,271,0.878,100,217,317,103,66,20,84,206,733,08533fc6-e4a2-4e07-8785-e3987f094b8c,2003
63,Matt Carroll,SG,23,TOT,16,0,70,7,16,0.438,1,3,0.333,6,13,0.462,0.469,4,6,0.667,1,5,6,2,1,0,6,8,19,b802b148-2864-4cbd-9118-dbab3b3baf4e,2003
64,Anthony Carter,PG,28,SAS,5,2,87,11,37,0.297,0,3,0.0,11,34,0.324,0.297,0,0,0.0,2,9,11,12,4,0,12,9,22,72207067-db52-4aa0-8f3f-4b88d7a7f5f2,2003
65,Vince Carter,SG,27,TOR,73,73,2785,608,1457,0.417,93,243,0.383,515,1214,0.424,0.449,336,417,0.806,95,254,349,348,88,65,223,212,1645,96046c84-d179-44f1-976e-f81afa46108f,2003
66,Sam Cassell,PG,34,MIN,81,81,2838,620,1270,0.488,74,186,0.398,546,1084,0.504,0.517,289,331,0.873,44,227,271,592,102,18,220,247,1603,25693f41-b7e7-4c94-ae69-db2e7017f40b,2003
67,Kelvin Cato,PF,29,HOU,69,67,1743,161,360,0.447,0,0,0.0,161,360,0.447,0.447,96,142,0.676,153,319,472,72,52,96,84,203,418,909ae863-05ac-4c22-b009-9caeda539a53,2003
68,Tyson Chandler,PF,21,CHI,35,8,782,67,158,0.424,0,1,0.0,67,157,0.427,0.424,79,118,0.669,82,188,270,23,17,43,38,87,213,0c588c9f-a494-458c-977d-9bb060491882,2003
69,Calbert Cheaney,SF,32,GSW,79,7,2067,278,578,0.481,0,10,0.0,278,568,0.489,0.481,47,77,0.61,77,183,260,136,60,12,85,184,603,6bc29daa-df77-4706-8801-5090651a68d4,2003
70,Doug Christie,SG,33,SAC,82,82,2780,317,688,0.461,49,142,0.345,268,546,0.491,0.496,148,172,0.86,69,260,329,347,151,41,155,186,831,98192981-14b8-4c10-ad93-5144b65a3df4,2003
71,Keon Clark,PF,28,UTA,2,0,27,2,6,0.333,0,0,0.0,2,6,0.333,0.333,0,0,0.0,1,6,7,1,1,0,0,1,4,8aac2871-0482-47fb-baf0-f6b9caf60857,2003
72,Speedy Claxton,PG,25,GSW,60,29,1595,224,524,0.427,4,22,0.182,220,502,0.438,0.431,182,224,0.813,38,118,156,267,97,9,102,146,634,69b5b7e2-c9c4-4a56-b3e6-25a48f35503b,2003
73,Mateen Cleaves,PG,26,CLE,4,2,92,7,23,0.304,0,1,0.0,7,22,0.318,0.304,1,2,0.5,1,6,7,19,4,2,5,13,15,b0395490-29f9-4d4e-8ccc-41d5f4995c17,2003
74,Derrick Coleman,C,36,PHI,34,30,843,107,259,0.413,8,36,0.222,99,223,0.444,0.429,49,65,0.754,45,147,192,46,23,26,57,79,271,84f062a1-ada6-4899-8ab9-260ce609bcc4,2003
75,Bimbo Coles,PG,35,MIA,22,1,170,12,34,0.353,0,0,0.0,12,34,0.353,0.353,4,6,0.667,2,8,10,15,3,0,9,27,28,fd5ff25c-e06e-4109-86fd-aae79146ff69,2003
76,Jason Collier,C,26,ATL,20,16,545,79,165,0.479,1,4,0.25,78,161,0.484,0.482,67,85,0.788,36,75,111,17,11,11,31,71,226,bb7b2adb-a0c4-4b43-b58c-42912412bae5,2003
77,Jarron Collins,C,25,UTA,81,31,1732,147,295,0.498,0,1,0.0,147,294,0.5,0.498,188,262,0.718,117,199,316,77,26,18,79,255,482,820b17e5-2b73-4b01-992e-2d40d6de3bfc,2003
78,Jason Collins,C,25,NJN,78,78,2220,163,384,0.424,0,2,0.0,163,382,0.427,0.424,136,184,0.739,143,257,400,153,67,56,97,251,462,5ae0a7d9-e8f2-478a-ae15-40b84ac4730e,2003
79,Brian Cook,C,23,LAL,35,2,442,67,141,0.475,0,5,0.0,67,136,0.493,0.475,21,28,0.75,31,70,101,20,16,16,17,64,155,e6a5c010-7607-44bf-81f9-3c5b80e9a264,2003
80,Omar Cook,PG,22,POR,17,0,139,7,27,0.259,0,1,0.0,7,26,0.269,0.259,0,0,0.0,3,3,6,24,10,0,10,14,14,17f0c22d-a7a3-48e8-9c9a-48fed289076d,2003
81,Chris Crawford,PF,28,ATL,56,25,1207,211,471,0.448,44,113,0.389,167,358,0.466,0.495,103,119,0.866,58,117,175,45,37,20,55,131,569,1b274396-10a8-4aa2-9e16-9484bb789aca,2003
82,Jamal Crawford,SG,23,CHI,80,73,2811,509,1318,0.386,165,521,0.317,344,797,0.432,0.449,200,240,0.833,46,237,283,405,111,29,193,161,1383,70633ba1-a422-425a-9f14-b65fc0aea757,2003
83,Austin Croshere,PF,28,IND,77,0,1051,119,307,0.388,56,144,0.389,63,163,0.387,0.479,93,104,0.894,60,183,243,52,24,14,55,101,387,ae83a672-c6be-4244-ba60-d87e113250b9,2003
84,Eddy Curry,PF,21,CHI,73,63,2154,417,840,0.496,1,1,1.0,416,839,0.496,0.497,235,350,0.671,143,308,451,68,24,83,177,258,1070,46da6da0-5491-4b44-a1ee-0c8dc6b9673e,2003
85,Michael Curry,SF,35,TOR,70,15,1229,76,196,0.388,3,15,0.2,73,181,0.403,0.395,49,58,0.845,22,65,87,53,23,5,48,153,204,15678d32-697f-469b-af8f-170a457b7179,2003
86,Samuel Dalembert,C,22,PHI,82,53,2197,270,499,0.541,0,1,0.0,270,498,0.542,0.541,112,174,0.644,194,432,626,21,44,189,86,273,652,6712c841-c113-4333-9925-98f952093c43,2003
87,Erick Dampier,C,28,GSW,74,74,2403,348,650,0.535,0,2,0.0,348,648,0.537,0.535,217,332,0.654,344,543,887,60,33,137,131,227,913,c31ab4d8-7d51-4157-a534-1648d05c4c27,2003
88,Antonio Daniels,PG,28,SEA,71,32,1512,187,398,0.47,42,116,0.362,145,282,0.514,0.523,155,184,0.842,23,119,142,298,45,6,61,64,571,3a923594-ba80-45fa-9bf3-d76f56fb16a0,2003
89,Marquis Daniels,SG,23,DAL,56,15,1039,203,411,0.494,11,36,0.306,192,375,0.512,0.507,60,78,0.769,66,80,146,116,53,12,44,51,477,292f83b6-26cc-419f-9f29-14b321a1590c,2003
90,Antonio Davis,C,35,TOT,80,79,2570,266,660,0.403,0,0,0.0,266,660,0.403,0.403,176,230,0.765,207,464,671,137,37,65,114,206,708,0cc43dc1-98ea-4ea2-962d-1465fac7dc37,2003
91,Baron Davis,PG,24,NOH,67,66,2686,554,1402,0.395,187,582,0.321,367,820,0.448,0.462,237,352,0.673,66,221,287,501,158,27,215,178,1532,526e351a-8d16-41df-9162-83221df6ec56,2003
92,Dale Davis,C,34,POR,76,37,1682,133,281,0.473,0,0,0.0,133,281,0.473,0.473,65,106,0.613,158,240,398,72,43,62,40,154,331,9bd7b705-76b9-4cd9-b230-4872e38108fd,2003
93,Hubert Davis,SG,33,TOT,17,0,78,1,11,0.091,0,1,0.0,1,10,0.1,0.091,2,2,1.0,2,6,8,4,2,0,3,12,4,771641c6-eda9-4908-b7dc-4de5744b23c8,2003
94,Josh Davis,PF,23,ATL,4,1,23,2,5,0.4,0,2,0.0,2,3,0.667,0.4,1,1,1.0,1,4,5,0,0,0,2,3,5,751b8eca-c8e5-4f64-b69a-67443030743e,2003
95,Ricky Davis,SF-SG,24,TOT,79,27,2474,446,950,0.469,52,140,0.371,394,810,0.486,0.497,196,273,0.718,77,281,358,259,96,22,189,171,1140,c043c7b9-7877-492a-a6bb-86fcfd6e45a9,2003
96,Andrew DeClercq,C,30,ORL,71,53,1211,93,195,0.477,0,0,0.0,93,195,0.477,0.477,44,54,0.815,131,186,317,44,47,32,54,217,230,450bfa8c-68a3-4f51-b6fa-afb80fe16e7a,2003
97,Tony Delk,SG,30,DAL,33,11,509,70,184,0.38,20,66,0.303,50,118,0.424,0.435,37,44,0.841,16,43,59,28,27,7,17,46,197,5002a175-a18d-4000-a34f-611921f3f8be,2003
98,Derrick Dial,SG,28,ORL,9,0,86,9,28,0.321,2,9,0.222,7,19,0.368,0.357,6,8,0.75,5,8,13,2,6,0,1,6,26,1823bd43-0615-4792-919a-4a5c96b54a67,2003
99,Boris Diaw,SG,21,ATL,76,37,1919,140,313,0.447,6,26,0.231,134,287,0.467,0.457,56,93,0.602,111,231,342,182,59,37,126,191,342,09bab5e3-f790-4001-aa34-0e4eb79d2c47,2003
100,Dan Dickau,PG,25,TOT,43,0,294,37,98,0.378,10,30,0.333,27,68,0.397,0.429,11,14,0.786,7,19,26,38,17,0,26,44,95,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f,2003
101,Kaniel Dickens,PF,25,POR,3,0,12,3,3,1.0,0,0,0.0,3,3,1.0,1.0,1,2,0.5,2,0,2,0,0,0,1,3,7,734a1034-9a09-45bf-a3aa-dde8b5fb782a,2003
102,DeSagana Diop,C,22,CLE,56,3,730,57,147,0.388,0,0,0.0,57,147,0.388,0.388,12,20,0.6,72,127,199,34,26,51,29,116,126,036d4cfa-f2bb-4d15-a5d3-9770671c75dd,2003
103,Juan Dixon,SG,25,WAS,71,16,1478,247,637,0.388,59,198,0.298,188,439,0.428,0.434,111,139,0.799,30,118,148,137,82,4,104,111,664,f457a8ff-dcc0-4ea1-a964-e075cce98ab6,2003
104,Michael Doleac,C,26,TOT,72,0,1029,140,322,0.435,0,0,0.0,140,322,0.435,0.435,45,52,0.865,88,177,265,44,23,36,48,142,325,c4f2a6d8-8e31-4b73-aefe-54031cac0dda,2003
105,Keyon Dooling,PG,23,LAC,58,24,1137,137,352,0.389,8,46,0.174,129,306,0.422,0.401,78,94,0.83,17,62,79,130,45,6,65,108,360,4c4e6fbd-c810-4691-b699-7dbc35c4ccc8,2003
106,Bryce Drew,PG,29,NOH,15,0,78,4,18,0.222,1,7,0.143,3,11,0.273,0.25,3,3,1.0,0,6,6,13,4,0,8,1,12,5313c6d0-69f2-4cdb-915f-d07a5f8bda43,2003
107,Predrag Drobnjak,C,28,LAC,61,14,949,149,379,0.393,11,36,0.306,138,343,0.402,0.408,73,86,0.849,54,142,196,39,22,24,48,85,382,b8ced593-ddcd-4188-80fa-707967882f2a,2003
108,Mike Dunleavy,SF,23,GSW,75,69,2336,323,720,0.449,94,254,0.37,229,466,0.491,0.514,137,185,0.741,87,355,442,220,68,13,143,169,877,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61,2003
109,Ronald Dupree,SF,23,CHI,47,8,893,111,282,0.394,4,9,0.444,107,273,0.392,0.401,66,105,0.629,55,112,167,55,32,18,51,134,292,c34ae4d4-fee7-4d7e-aad3-8dafa8bfd091,2003
110,Ndudi Ebi,SF,19,MIN,17,0,32,6,14,0.429,0,0,0.0,6,14,0.429,0.429,1,4,0.25,2,1,3,3,0,4,3,6,13,0e5233cc-5e8d-4d1f-a582-3b58a578b8ea,2003
111,Howard Eisley,PG,31,TOT,67,23,1457,166,451,0.368,52,163,0.319,114,288,0.396,0.426,76,89,0.854,20,109,129,273,56,5,98,137,460,cc328bd8-3597-4002-94e5-503fffe934fe,2003
112,Francisco Elson,C,27,DEN,62,14,875,94,199,0.472,0,1,0.0,94,198,0.475,0.472,30,45,0.667,65,138,203,32,35,39,35,145,218,9a076bc2-3a18-47cd-b09f-bd82510744ac,2003
113,Melvin Ely,PF,25,LAC,42,2,510,66,153,0.431,0,1,0.0,66,152,0.434,0.431,25,42,0.595,48,53,101,22,9,17,20,68,157,a151dd27-029a-418a-a539-3dcf7cb6d74c,2003
114,Reggie Evans,PF,23,SEA,75,27,1280,67,165,0.406,0,3,0.0,67,162,0.414,0.406,83,148,0.561,156,252,408,33,54,10,65,176,217,cda072e5-f641-455a-b94b-634016d003a6,2003
115,Michael Finley,SG,30,DAL,72,72,2778,514,1159,0.443,150,370,0.405,364,789,0.461,0.508,164,193,0.85,78,247,325,212,84,39,83,118,1342,73c724d7-8b98-491b-acc0-1fd6eeea2414,2003
116,Derek Fisher,SG,29,LAL,82,3,1769,203,576,0.352,52,179,0.291,151,397,0.38,0.398,122,153,0.797,30,122,152,187,103,4,79,115,580,c076eff2-f72f-4639-bc10-6332183d5f2a,2003
117,Marcus Fizer,SF,25,CHI,46,2,738,134,350,0.383,2,17,0.118,132,333,0.396,0.386,90,120,0.75,61,141,202,43,16,8,51,97,360,a240e7a6-b99d-4476-8046-297f4a93abdf,2003
118,Alton Ford,PF,22,HOU,9,0,41,6,11,0.545,0,0,0.0,6,11,0.545,0.545,3,6,0.5,3,8,11,3,0,1,3,9,15,67052b07-89d9-4ff7-8d9c-2332ca87be91,2003
119,Danny Fortson,C,27,DAL,56,20,625,71,139,0.511,0,0,0.0,71,139,0.511,0.511,75,92,0.815,114,136,250,9,12,11,37,148,217,e463ac7a-f596-4237-b6f1-4e3779539705,2003
120,Jeff Foster,C,27,IND,82,79,1961,197,362,0.544,0,4,0.0,197,358,0.55,0.544,103,154,0.669,248,362,610,64,71,27,60,189,497,bc15d9b1-6e6c-4cae-9d6a-56877871da48,2003
121,Tremaine Fowlkes,SF,27,DET,36,0,261,15,48,0.313,1,8,0.125,14,40,0.35,0.323,13,18,0.722,18,35,53,14,9,3,12,37,44,26032e9f-a642-4b04-bb01-cf14e3269018,2003
122,Rick Fox,SF,34,LAL,38,34,846,73,186,0.392,15,61,0.246,58,125,0.464,0.433,22,30,0.733,29,73,102,98,29,4,48,99,183,ecffeb31-7eb9-4fd6-889f-a7684e3eeadf,2003
123,Adonal Foyle,C,28,GSW,44,8,572,59,130,0.454,0,0,0.0,59,130,0.454,0.454,19,35,0.543,54,113,167,17,6,46,21,68,137,69a2b506-09ad-4a30-8c2b-3b743e94f62d,2003
124,Richie Frahm,SF,26,SEA,54,0,469,63,139,0.453,34,92,0.37,29,47,0.617,0.576,23,26,0.885,12,44,56,24,16,4,7,50,183,eb272a74-cc9e-4282-96db-68135b2b93d0,2003
