,Player,2010/11
80,Lamar Odom,"$8,200,000"
81,John Salmons,"$8,000,000"
82,Jameer Nelson,"$7,800,000"
83,Luis Scola,"$7,775,378"
84,Marko Jaric,"$7,625,000"
85,Paul Millsap,"$7,600,000"
86,Raymond Felton,"$7,500,000"
87,Joel Przybilla,"$7,405,300"
88,Shane Battier,"$7,354,500"
89,Shawn Marion,"$7,305,500"
90,Anderson Varejao,"$7,281,818"
91,Andre Miller,"$7,269,264"
92,JJ Redick,"$7,250,000"
93,Dan Gadzuric,"$7,248,325"
94,James Posey,"$7,148,800"
95,Leandro Barbosa,"$7,100,000"
96,Charlie Villanueva,"$7,020,000"
97,Travis Outlaw,"$7,000,000"
98,Brendan Haywood,"$6,900,000"
99,Vladimir Radmanovic,"$6,883,800"
100,Jared Jeffries,"$6,883,800"
101,Nazr Mohammed,"$6,883,800"
102,Andres Nocioni,"$6,850,000"
103,Greg Oden,"$6,760,524"
104,JR Smith,"$6,757,851"
105,Marvin Williams,"$6,712,500"
106,Morris Peterson,"$6,665,000"
107,Jeff Foster,"$6,655,000"
108,Jason Kapono,"$6,641,440"
109,Tyrus Thomas,"$6,611,570"
110,Josh Childress,"$6,500,000"
111,DeSagana Diop,"$6,478,600"
112,Beno Udrih,"$6,478,600"
113,Rasheed Wallace,"$6,322,320"
114,Metta World Peace,"$6,322,320"
115,Trevor Ariza,"$6,322,320"
116,Marcin Gortat,"$6,322,320"
117,Kevin Durant,"$6,053,663"
118,Andray Blatche,"$5,900,000"
119,Jermaine O'Neal,"$5,765,000"
120,Al Harrington,"$5,765,000"
121,Wesley Matthews,"$5,765,000"
122,Drew Gooden,"$5,760,000"
123,Kyle Lowry,"$5,750,000"
124,Mike Bibby,"$5,564,767"
125,Derrick Rose,"$5,546,160"
126,Nenad Krstic,"$5,543,116"
127,Jamaal Tinsley,"$5,500,000"
128,Francisco Garcia,"$5,500,000"
129,Sasha Vujacic,"$5,475,113"
130,Al Horford,"$5,444,857"
131,Blake Griffin,"$5,357,280"
132,Mickael Pietrus,"$5,300,000"
133,Luke Walton,"$5,260,000"
134,Channing Frye,"$5,200,000"
135,John Wall,"$5,144,280"
136,Reggie Evans,"$5,080,000"
137,Kyle Korver,"$5,000,000"
138,Jason Maxiell,"$5,000,000"
139,Mike Miller,"$5,000,000"
140,Louis Williams,"$5,000,000"
141,Amir Johnson,"$5,000,000"
142,Linas Kleiza,"$4,995,000"
143,Michael Beasley,"$4,962,240"
144,Mike Conley,"$4,913,007"
145,Antonio McDyess,"$4,860,000"
146,Marcus Banks,"$4,847,586"
147,Darius Songaila,"$4,818,000"
148,Martell Webster,"$4,800,000"
149,Hasheem Thabeet,"$4,793,280"
150,Ronnie Brewer,"$4,790,000"
151,Kendrick Perkins,"$4,640,208"
152,Evan Turner,"$4,602,720"
153,Jarrett Jack,"$4,600,000"
154,Chris Andersen,"$4,533,300"
155,OJ Mayo,"$4,456,200"
156,Jeff Green,"$4,455,988"
157,Charlie Bell,"$4,447,792"
158,Brad Miller,"$4,400,000"
159,Darko Milicic,"$4,325,000"
160,James Harden,"$4,304,520"
161,Matt Carroll,"$4,300,000"
162,Zaza Pachulia,"$4,251,250"
163,Randy Foye,"$4,250,000"
164,Hakim Warrick,"$4,250,000"
165,Nate Robinson,"$4,200,000"
166,DeShawn Stevenson,"$4,151,786"
167,Derrick Favors,"$4,133,280"
168,Yi Jianlian,"$4,050,499"
169,Russell Westbrook,"$4,017,720"
170,Daniel Gibson,"$4,015,334"
171,Anthony Morrow,"$4,000,000"
172,Ryan Gomes,"$4,000,000"
173,Steve Blake,"$4,000,000"
174,Nikola Pekovic,"$4,000,000"
175,Luke Ridnour,"$4,000,000"
176,Ronny Turiaf,"$4,000,000"
177,Brandon Bass,"$4,000,000"
178,Willie Green,"$3,976,000"
179,Ramon Sessions,"$3,964,320"
180,Tyreke Evans,"$3,880,920"
181,Jordan Farmar,"$3,750,000"
182,Wesley Johnson,"$3,726,600"
183,Corey Brewer,"$3,703,472"
184,Derek Fisher,"$3,700,000"
185,CJ Miles,"$3,700,000"
186,Kevin Love,"$3,638,280"
187,Timofey Mozgov,"$3,567,096"
188,Shaun Livingston,"$3,500,000"
189,Dorell Wright,"$3,500,000"
190,Udonis Haslem,"$3,500,000"
191,Carlos Delfino,"$3,500,000"
192,Chris Duhon,"$3,500,000"
193,Marc Gasol,"$3,480,000"
194,Tiago Splitter,"$3,400,000"
195,Brandan Wright,"$3,398,072"
196,DeMarcus Cousins,"$3,374,640"
197,Grant Hill,"$3,324,000"
198,Danilo Gallinari,"$3,304,560"
199,Glen Davis,"$3,300,000"
200,Joel Anthony,"$3,300,000"
201,Kelenna Azubuike,"$3,300,000"
202,Johan Petro,"$3,250,000"
203,Will Bynum,"$3,250,000"
204,Thabo Sefolosha,"$3,250,000"
205,Kris Humphries,"$3,200,000"
206,Jonny Flynn,"$3,192,000"
207,Joakim Noah,"$3,128,536"
208,CJ Watson,"$3,100,000"
209,Ekpe Udoh,"$3,065,040"
210,Eric Gordon,"$3,016,680"
211,Eduardo Najera,"$3,000,000"
212,Chris Wilcox,"$3,000,000"
213,Jamario Moon,"$3,000,000"
214,Tony Allen,"$3,000,000"
215,Carl Landry,"$3,000,000"
216,Matt Bonner,"$3,000,000"
217,Raja Bell,"$3,000,000"
218,Josh Howard,"$3,000,000"
219,Spencer Hawes,"$2,974,320"
220,Stephen Curry,"$2,913,840"
221,Thaddeus Young,"$2,901,241"
222,Julian Wright,"$2,858,057"
223,Anthony Parker,"$2,855,700"
224,Al Thornton,"$2,814,196"
225,Greg Monroe,"$2,798,040"
226,Rodney Stuckey,"$2,767,126"
227,Sebastian Telfair,"$2,700,000"
228,Jordan Hill,"$2,669,520"
229,Nick Young,"$2,630,503"
230,Al-Farouq Aminu,"$2,563,320"
231,DJ Augustin,"$2,540,400"
232,Dahntay Jones,"$2,500,000"
233,David Andersen,"$2,500,000"
234,Maurice Evans,"$2,500,000"
235,Marquis Daniels,"$2,470,000"
236,DeMar DeRozan,"$2,453,880"
237,Brook Lopez,"$2,413,320"
238,Rasual Butler,"$2,400,000"
239,Marco Belinelli,"$2,380,270"
240,Gordon Hayward,"$2,356,320"
241,Ryan Hollins,"$2,333,333"
242,Brandon Jennings,"$2,331,120"
243,Ersan Ilyasova,"$2,320,500"
244,Craig Smith,"$2,300,000"
245,Jerryd Bayless,"$2,292,600"
246,Quentin Richardson,"$2,265,000"
247,Paul George,"$2,238,360"
248,Louis Amundson,"$2,225,000"
249,Terrence Williams,"$2,214,480"
250,Shannon Brown,"$2,200,000"
251,Anthony Tolliver,"$2,200,000"
252,Jason Smith,"$2,187,913"
253,Jason Thompson,"$2,178,000"
254,Daequan Cook,"$2,169,857"
255,Jared Dudley,"$2,151,068"
256,Wilson Chandler,"$2,130,482"
257,Cole Aldrich,"$2,126,520"
258,Gerald Henderson,"$2,103,840"
259,Ben Wallace,"$2,080,000"
260,Brandon Rush,"$2,069,049"
261,Xavier Henry,"$2,020,200"
262,Aaron Brooks,"$2,016,692"
263,Keyon Dooling,"$2,000,000"
264,Tyler Hansbrough,"$1,998,600"
265,Chuck Hayes,"$1,972,500"
266,Goran Dragic,"$1,972,000"
267,Anthony Randolph,"$1,965,720"
268,Arron Afflalo,"$1,959,577"
269,Ed Davis,"$1,919,160"
270,Earl Clark,"$1,898,760"
271,Jason Williams,"$1,877,145"
272,Robin Lopez,"$1,867,320"
273,Patrick Patterson,"$1,823,280"
274,Jose Juan Barea,"$1,815,000"
275,Austin Daye,"$1,803,720"
276,Marreese Speights,"$1,773,960"
277,Matt Barnes,"$1,765,000"
278,Larry Sanders,"$1,731,960"
279,Omer Asik,"$1,721,000"
280,James Johnson,"$1,713,600"
281,Roy Hibbert,"$1,685,280"
282,Renaldo Balkman,"$1,675,000"
283,Luke Babbitt,"$1,645,440"
284,Jrue Holiday,"$1,627,920"
285,JaVale McGee,"$1,601,040"
286,Keith Bogans,"$1,600,000"
287,Hamed Haddadi,"$1,600,000"
288,Kevin Seraphin,"$1,563,120"
289,Ty Lawson,"$1,546,560"
290,JJ Hickson,"$1,528,920"
291,Solomon Jones,"$1,500,000"
292,Eric Bledsoe,"$1,485,000"
293,Jeff Teague,"$1,476,840"
294,Alexis Ajinca,"$1,467,840"
295,Avery Bradley,"$1,418,160"
296,Eric Maynor,"$1,417,800"
297,Courtney Lee,"$1,409,040"
298,Ryan Anderson,"$1,409,040"
299,Roger Mason,"$1,400,000"
300,Ronnie Price,"$1,380,000"
301,James Anderson,"$1,361,400"
302,Darren Collison,"$1,361,040"
303,Kosta Koufos,"$1,352,640"
304,Jason Collins,"$1,352,181"
305,Shaquille O'Neal,"$1,352,181"
306,Kurt Thomas,"$1,352,181"
307,Brian Cardinal,"$1,352,181"
308,Tracy McGrady,"$1,352,181"
309,Theo Ratliff,"$1,352,181"
310,Joe Smith,"$1,352,181"
311,Zydrunas Ilgauskas,"$1,352,181"
312,Juwan Howard,"$1,352,181"
313,Eddie House,"$1,352,181"
314,Earl Boykins,"$1,352,181"
315,Anthony Carter,"$1,352,181"
316,Tony Battie,"$1,352,181"
317,Craig Brackins,"$1,306,920"
318,Sean Marks,"$1,264,687"
319,Elliot Williams,"$1,254,720"
320,Omri Casspi,"$1,254,480"
321,Rudy Fernandez,"$1,246,680"
322,Kwame Brown,"$1,229,255"
323,Brian Scalabrine,"$1,229,255"
324,Jamaal Magloire,"$1,229,255"
325,Malik Allen,"$1,229,255"
326,Earl Watson,"$1,229,255"
327,Etan Thomas,"$1,223,166"
328,Melvin Ely,"$1,223,166"
329,Carlos Arroyo,"$1,223,166"
330,Trevor Booker,"$1,204,560"
331,Serge Ibaka,"$1,204,200"
332,BJ Mullens,"$1,204,200"
333,Royal Ivey,"$1,200,000"
334,Nicolas Batum,"$1,196,760"
335,George Hill,"$1,157,160"
336,Damion James,"$1,156,320"
337,Rodrigue Beaubois,"$1,156,080"
338,Quinton Ross,"$1,146,337"
339,Brian Cook,"$1,146,337"
340,Francisco Elson,"$1,146,337"
341,Erick Dampier,"$1,129,469"
342,Darrell Arthur,"$1,123,680"
343,Taj Gibson,"$1,117,680"
344,Donte Greene,"$1,116,840"
345,Dominique Jones,"$1,110,120"
346,DJ White,"$1,108,680"
347,Kyrylo Fesenko,"$1,087,500"
348,DeMarre Carroll,"$1,085,400"
349,Wayne Ellington,"$1,078,800"
350,Quincy Pondexter,"$1,073,280"
351,Toney Douglas,"$1,071,000"
352,Josh Powell,"$1,069,609"
353,Delonte West,"$1,069,509"
354,James Jones,"$1,069,509"
355,Didier Ilunga-Mbenga,"$1,069,509"
356,Jordan Crawford,"$1,042,320"
357,Greivis Vasquez,"$1,035,960"
358,Aaron Gray,"$1,028,840"
359,Daniel Orton,"$1,028,400"
360,Christian Eyenga,"$1,020,960"
361,Lazar Hayward,"$1,020,960"
362,Jon Brockman,"$1,000,000"
363,Hilton Armstrong,"$992,680"
364,Stephen Graham,"$992,680"
365,Joey Graham,"$992,680"
366,Fabricio Oberto,"$992,680"
367,Luther Head,"$992,680"
368,Antoine Wright,"$992,680"
369,Patrick Mills,"$937,195"
370,DeJuan Blair,"$918,000"
371,Von Wafer,"$915,852"
372,Leon Powe,"$915,852"
373,Shelden Williams,"$915,852"
374,Sam Young,"$886,000"
375,Shawne Williams,"$885,210"
376,Josh McRoberts,"$885,120"
377,Dominic McGuire,"$884,120"
378,Chris Quinn,"$861,978"
379,Acie Law,"$859,087"
380,DeAndre Jordan,"$854,389"
381,Mario Chalmers,"$854,389"
382,Luc Mbah a Moute,"$854,389"
383,Chris Douglas-Roberts,"$854,389"
384,Henry Walker,"$854,389"
385,Darnell Jackson,"$854,389"
386,Sonny Weems,"$854,389"
387,Joey Dorsey,"$854,389"
388,Cartier Martin,"$854,389"
389,Chase Budinger,"$780,871"
390,Jermaine Taylor,"$780,871"
391,Solomon Alabi,"$770,000"
392,Ian Mahinmi,"$762,196"
393,Dante Cunningham,"$762,195"
394,Derrick Brown,"$762,195"
395,DaJuan Summers,"$762,195"
396,Jonas Jerebko,"$762,195"
397,Reggie Williams,"$762,195"
398,AJ Price,"$762,195"
399,Jodie Meeks,"$762,195"
400,Marcus Thornton,"$762,195"
401,Lance Stephenson,"$750,000"
402,Damien Wilkins,"$748,656"
403,Steve Novak,"$734,945"
404,Hassan Whiteside,"$730,437"
405,Alonzo Gee,"$681,492"
406,Rodney Carney,"$651,872"
407,Jarron Collins,"$643,551"
408,Ike Diogu,"$608,772"
409,Andy Rautins,"$600,000"
410,Gary Neal,"$525,000"
411,Samardo Samuels,"$500,000"
412,Willie Warren,"$500,000"
413,Gani Lawal,"$473,640"
414,Garret Siler,"$473,640"
415,Pape Sy,"$473,604"
416,Ben Uzoh,"$473,604"
417,Sherron Collins,"$473,604"
418,Semih Erden,"$473,604"
419,Luke Harangody,"$473,604"
420,Manny Harris,"$473,604"
421,Gary Forbes,"$473,604"
422,Terrico White,"$473,604"
423,Jeremy Lin,"$473,604"
424,Devin Ebanks,"$473,604"
425,Derrick Caracter,"$473,604"
426,Ishmael Smith,"$473,604"
427,Patrick Beverley,"$473,604"
428,Dexter Pittman,"$473,604"
429,Da'Sean Butler,"$473,604"
430,Landry Fields,"$473,604"
431,Armon Johnson,"$473,604"
432,Pooh Jeter,"$473,604"
433,Jeremy Evans,"$473,604"
434,Hamady N'Diaye,"$473,604"
435,Pops Mensah-Bonsu,"$364,461"
436,Jeff Adrien,"$342,666"
437,Sundiata Gaines,"$327,296"
438,Jawad Williams,"$321,652"
439,Brian Skinner,"$270,436"
440,Ime Udoka,"$264,232"
441,Zabian Dowdell,"$242,374"
442,Jerry Stackhouse,"$222,712"
443,John Lucas,"$208,264"
444,Aleksandar Pavlovic,"$202,295"
445,Lester Hudson,"$192,791"
446,Earl Barron,"$188,558"
447,Garrett Temple,"$170,373"
448,Chris Johnson,"$164,368"
449,Darington Hobson,"$103,078"
450,Danny Green,"$94,154"
451,Joe Alexander,"$90,465"
452,Trey Johnson,"$89,670"
453,Mustafa Shakur,"$89,670"
454,Maurice Ager,"$83,305"
455,Bobby Simmons,"$71,951"
456,Matt Janning,"$58,504"
457,Ronald Dupree,"$58,393"
458,Larry Owens,"$55,718"
